날짜,시도,측정소명,측정소코드,아황산가스,일산화탄소,오존,이산화질소,PM10,PM2.5
2016-01-04 07,서울 강남구 ,강남구,111261,0.007,0.8,0.03,0.025,144,97
2016-01-04 08,서울 강남구 ,강남구,111261,0.007,0.7,0.022,0.031,107,74
2016-01-04 09,서울 강남구 ,강남구,111261,0.006,0.8,0.013,0.039,99,65
2016-01-04 10,서울 강남구 ,강남구,111261,0.008,0.8,0.018,0.035,114,66
2016-01-04 11,서울 강남구 ,강남구,111261,0.007,0.6,0.025,0.031,103,50
2016-01-04 12,서울 강남구 ,강남구,111261,0.007,0.5,0.026,0.031,66,40
2016-01-04 13,서울 강남구 ,강남구,111261,0.005,0.4,0.033,0.027,42,24
2016-01-04 14,서울 강남구 ,강남구,111261,0.005,0.4,0.038,0.023,27,12
2016-01-04 15,서울 강남구 ,강남구,111261,0.004,0.3,0.035,0.024,25,10
2016-01-04 16,서울 강남구 ,강남구,111261,0.004,0.3,0.032,0.029,18,9
2016-01-04 17,서울 강남구 ,강남구,111261,0.005,0.4,0.026,0.031,31,13
2016-01-04 18,서울 강남구 ,강남구,111261,0.006,0.4,0.024,0.032,29,15
2016-01-04 19,서울 강남구 ,강남구,111261,0.005,0.5,0.024,0.031,34,13
2016-01-04 20,서울 강남구 ,강남구,111261,0.005,0.4,0.026,0.028,27,16
2016-01-04 21,서울 강남구 ,강남구,111261,0.005,0.4,0.019,0.033,28,17
2016-01-04 22,서울 강남구 ,강남구,111261,0.005,0.4,0.019,0.033,30,19
2016-01-04 23,서울 강남구 ,강남구,111261,0.005,0.4,0.021,0.03,25,13
2016-01-04 24,서울 강남구 ,강남구,111261,0.005,0.3,0.03,0.021,20,12
2016-01-05 01,서울 강남구 ,강남구,111261,0.006,0.3,0.033,0.017,15,10
2016-01-05 02,서울 강남구 ,강남구,111261,0.006,0.4,0.033,0.014,21,10
2016-01-05 03,서울 강남구 ,강남구,111261,0.005,0.4,0.032,0.015,28,16
2016-01-05 04,서울 강남구 ,강남구,111261,0.005,0.4,0.031,0.016,24,14
2016-01-05 05,서울 강남구 ,강남구,111261,0.006,0.4,0.031,0.016,24,15
2016-01-05 06,서울 강남구 ,강남구,111261,0.006,0.4,0.027,0.018,25,13
2016-01-05 07,서울 강남구 ,강남구,111261,0.007,0.4,0.02,0.025,29,15
2016-01-05 08,서울 강남구 ,강남구,111261,0.005,0.4,0.01,0.034,26,16
2016-01-05 09,서울 강남구 ,강남구,111261,0.006,0.4,0.012,0.034,27,10
2016-01-05 10,서울 강남구 ,강남구,111261,0.006,0.4,0.019,0.029,20,12
2016-01-05 11,서울 강남구 ,강남구,111261,0.006,0.4,0.022,0.028,24,11
2016-01-05 12,서울 강남구 ,강남구,111261,0.007,0.4,0.029,0.022,23,6
2016-01-05 13,서울 강남구 ,강남구,111261,0.006,0.4,0.03,0.022,30,12
2016-01-05 14,서울 강남구 ,강남구,111261,0.006,0.4,0.031,0.023,28,14
2016-01-05 15,서울 강남구 ,강남구,111261,0.006,0.4,0.03,0.024,35,15
2016-01-05 16,서울 강남구 ,강남구,111261,0.006,0.4,0.023,0.031,38,14
2016-01-05 17,서울 강남구 ,강남구,111261,0.006,0.4,0.02,0.033,49,22
2016-01-05 18,서울 강남구 ,강남구,111261,0.006,0.4,0.016,0.037,54,19
2016-01-05 19,서울 강남구 ,강남구,111261,0.007,0.4,0.02,0.033,44,19
2016-01-05 20,서울 강남구 ,강남구,111261,0.006,0.5,0.018,0.034,44,20
2016-01-05 21,서울 강남구 ,강남구,111261,0.007,0.5,0.02,0.032,42,25
2016-01-05 22,서울 강남구 ,강남구,111261,0.007,0.5,0.01,0.042,50,22
2016-01-05 23,서울 강남구 ,강남구,111261,0.007,0.5,0.013,0.039,45,26
2016-01-05 24,서울 강남구 ,강남구,111261,0.006,0.5,0.006,0.046,44,22
2016-01-06 01,서울 강남구 ,강남구,111261,0.007,0.6,0.003,0.049,43,23
2016-01-06 02,서울 강남구 ,강남구,111261,0.006,0.5,0.01,0.039,46,22
2016-01-06 03,서울 강남구 ,강남구,111261,0.005,0.6,0.005,0.043,45,24
2016-01-06 04,서울 강남구 ,강남구,111261,0.005,0.5,0.008,0.038,52,25
2016-01-06 05,서울 강남구 ,강남구,111261,0.006,0.4,0.013,0.033,42,23
2016-01-06 06,서울 강남구 ,강남구,111261,0.006,0.5,0.008,0.039,44,24
2016-01-06 07,서울 강남구 ,강남구,111261,0.006,0.6,0.005,0.045,49,25
2016-01-06 08,서울 강남구 ,강남구,111261,0.007,0.7,0.002,0.049,57,31
2016-01-06 09,서울 강남구 ,강남구,111261,0.006,0.6,0.005,0.045,55,24
2016-01-06 10,서울 강남구 ,강남구,111261,0.006,0.6,0.008,0.045,45,24
2016-01-06 11,서울 강남구 ,강남구,111261,0.008,0.8,0.005,0.055,63,29
2016-01-06 12,서울 강남구 ,강남구,111261,0.007,0.9,0.005,0.057,80,36
2016-01-06 13,서울 강남구 ,강남구,111261,0.008,0.8,0.005,0.054,83,45
2016-01-06 14,서울 강남구 ,강남구,111261,0.008,0.6,0.008,0.047,69,34
2016-01-06 15,서울 강남구 ,강남구,111261,0.01,0.7,0.005,0.058,69,34
2016-01-06 16,서울 강남구 ,강남구,111261,0.008,0.6,0.012,0.038,84,34
2016-01-06 17,서울 강남구 ,강남구,111261,0.007,0.6,0.01,0.04,68,25
2016-01-06 18,서울 강남구 ,강남구,111261,0.008,0.5,0.01,0.039,66,28
2016-01-06 19,서울 강남구 ,강남구,111261,0.007,0.6,0.012,0.037,67,24
2016-01-06 20,서울 강남구 ,강남구,111261,0.007,0.5,0.014,0.037,60,26
2016-01-06 21,서울 강남구 ,강남구,111261,0.006,0.5,0.014,0.035,69,29
2016-01-06 22,서울 강남구 ,강남구,111261,0.006,0.6,0.013,0.035,63,31
2016-01-06 23,서울 강남구 ,강남구,111261,0.007,0.6,0.019,0.029,71,35
2016-01-06 24,서울 강남구 ,강남구,111261,0.006,0.6,0.025,0.022,69,31
2016-01-07 01,서울 강남구 ,강남구,111261,0.006,0.6,0.028,0.02,67,30
2016-01-07 02,서울 강남구 ,강남구,111261,0.006,0.5,0.03,0.018,52,29
2016-01-07 03,서울 강남구 ,강남구,111261,0.005,0.5,0.03,0.018,48,21
2016-01-07 04,서울 강남구 ,강남구,111261,0.006,0.5,0.03,0.016,41,23
2016-01-07 05,서울 강남구 ,강남구,111261,0.007,0.5,0.026,0.019,47,21
2016-01-07 06,서울 강남구 ,강남구,111261,0.006,0.5,0.022,0.023,45,19
2016-01-07 07,서울 강남구 ,강남구,111261,0.007,0.5,0.011,0.034,45,20
2016-01-07 08,서울 강남구 ,강남구,111261,0.006,0.5,0.011,0.034,40,20
2016-01-07 09,서울 강남구 ,강남구,111261,0.007,0.5,0.012,0.033,43,18
2016-01-07 10,서울 강남구 ,강남구,111261,0.007,0.5,0.018,0.03,37,20
2016-01-07 11,서울 강남구 ,강남구,111261,0.007,0.5,0.024,0.027,36,16
2016-01-07 12,서울 강남구 ,강남구,111261,0.007,0.5,0.023,0.028,27,11
2016-01-07 13,서울 강남구 ,강남구,111261,0.007,0.5,0.021,0.032,43,35
2016-01-07 14,서울 강남구 ,강남구,111261,0.006,0.4,0.03,0.026,37,16
2016-01-07 15,서울 강남구 ,강남구,111261,0.007,0.4,0.033,0.024,32,16
2016-01-07 16,서울 강남구 ,강남구,111261,0.006,0.4,0.029,0.027,24,10
2016-01-07 17,서울 강남구 ,강남구,111261,0.007,0.4,0.02,0.034,41,25
2016-01-07 18,서울 강남구 ,강남구,111261,0.006,0.5,0.018,0.034,52,18
2016-01-07 19,서울 강남구 ,강남구,111261,0.008,0.4,0.018,0.034,38,11
2016-01-07 20,서울 강남구 ,강남구,111261,0.006,0.5,0.016,0.035,34,17
2016-01-07 21,서울 강남구 ,강남구,111261,0.005,0.5,0.011,0.039,32,8
2016-01-07 22,서울 강남구 ,강남구,111261,0.005,0.5,0.013,0.034,38,18
2016-01-07 23,서울 강남구 ,강남구,111261,0.005,0.4,0.016,0.029,35,19
2016-01-07 24,서울 강남구 ,강남구,111261,0.006,0.4,0.021,0.024,28,17
2016-01-08 01,서울 강남구 ,강남구,111261,0.005,0.3,0.026,0.018,25,12
2016-01-08 02,서울 강남구 ,강남구,111261,0.006,0.4,0.026,0.018,26,10
2016-01-08 03,서울 강남구 ,강남구,111261,0.005,0.3,0.03,0.014,22,12
2016-01-08 04,서울 강남구 ,강남구,111261,0.006,0.4,0.028,0.016,19,7
2016-01-08 05,서울 강남구 ,강남구,111261,0.005,0.4,0.026,0.016,19,13
2016-01-08 06,서울 강남구 ,강남구,111261,0.005,0.4,0.014,0.028,27,13
2016-01-08 07,서울 강남구 ,강남구,111261,0.005,0.5,0.002,0.041,29,18
2016-01-08 08,서울 강남구 ,강남구,111261,0.006,0.7,0.002,0.047,35,19
2016-01-08 09,서울 강남구 ,강남구,111261,0.006,0.8,0.003,0.048,44,20
2016-01-08 10,서울 강남구 ,강남구,111261,0.006,0.5,0.016,0.032,40,20
2016-01-08 11,서울 강남구 ,강남구,111261,0.006,0.4,0.027,0.022,26,12
2016-01-08 12,서울 강남구 ,강남구,111261,0.006,0.4,0.029,0.023,24,12
2016-01-08 13,서울 강남구 ,강남구,111261,0.007,0.4,0.034,0.02,37,13
2016-01-08 14,서울 강남구 ,강남구,111261,0.008,0.4,0.035,0.021,39,18
2016-01-08 15,서울 강남구 ,강남구,111261,0.007,0.4,0.036,0.02,33,13
2016-01-08 16,서울 강남구 ,강남구,111261,0.007,0.4,0.033,0.024,33,19
2016-01-08 17,서울 강남구 ,강남구,111261,0.005,0.4,0.032,0.025,42,21
2016-01-08 18,서울 강남구 ,강남구,111261,0.007,0.4,0.024,0.031,40,20
2016-01-08 19,서울 강남구 ,강남구,111261,0.007,0.5,0.014,0.04,36,16
2016-01-08 20,서울 강남구 ,강남구,111261,0.008,0.5,0.016,0.036,41,19
2016-01-08 21,서울 강남구 ,강남구,111261,0.009,0.5,0.009,0.044,34,14
2016-01-08 22,서울 강남구 ,강남구,111261,0.008,0.5,0.007,0.046,41,22
2016-01-08 23,서울 강남구 ,강남구,111261,0.007,0.5,0.007,0.045,41,24
2016-01-08 24,서울 강남구 ,강남구,111261,0.006,0.5,0.008,0.041,43,19
2016-01-09 01,서울 강남구 ,강남구,111261,0.005,0.4,0.019,0.028,40,19
2016-01-09 02,서울 강남구 ,강남구,111261,0.006,0.5,0.016,0.032,43,24
2016-01-09 03,서울 강남구 ,강남구,111261,0.006,0.4,0.026,0.02,43,24
2016-01-09 04,서울 강남구 ,강남구,111261,0.005,0.4,0.027,0.019,36,17
2016-01-09 05,서울 강남구 ,강남구,111261,0.006,0.4,0.028,0.019,33,16
2016-01-09 06,서울 강남구 ,강남구,111261,0.006,0.4,0.027,0.02,40,21
2016-01-09 07,서울 강남구 ,강남구,111261,0.006,0.4,0.02,0.024,35,17
2016-01-09 08,서울 강남구 ,강남구,111261,0.007,0.4,0.016,0.028,38,21
2016-01-09 09,서울 강남구 ,강남구,111261,0.006,0.4,0.017,0.028,36,16
2016-01-09 10,서울 강남구 ,강남구,111261,0.005,0.5,0.017,0.03,37,16
2016-01-09 11,서울 강남구 ,강남구,111261,0.006,0.4,0.023,0.024,33,18
2016-01-09 12,서울 강남구 ,강남구,111261,0.007,0.4,0.023,0.026,25,16
2016-01-09 13,서울 강남구 ,강남구,111261,0.007,0.5,0.023,0.029,34,15
2016-01-09 14,서울 강남구 ,강남구,111261,0.007,0.4,0.027,0.026,36,18
2016-01-09 15,서울 강남구 ,강남구,111261,0.007,0.4,0.026,0.026,36,19
2016-01-09 16,서울 강남구 ,강남구,111261,0.007,0.4,0.024,0.029,45,20
2016-01-09 17,서울 강남구 ,강남구,111261,0.005,0.4,0.022,0.03,34,13
2016-01-09 18,서울 강남구 ,강남구,111261,0.006,0.4,0.017,0.035,29,16
2016-01-09 19,서울 강남구 ,강남구,111261,0.005,0.4,0.02,0.03,34,13
2016-01-09 20,서울 강남구 ,강남구,111261,0.005,0.4,0.016,0.035,29,16
2016-01-09 21,서울 강남구 ,강남구,111261,0.005,0.5,0.006,0.045,31,21
2016-01-09 22,서울 강남구 ,강남구,111261,0.006,0.5,0.005,0.047,38,19
2016-01-09 23,서울 강남구 ,강남구,111261,0.006,0.4,0.012,0.039,27,17
2016-01-09 24,서울 강남구 ,강남구,111261,0.005,0.4,0.019,0.032,26,15
2016-01-10 01,서울 강남구 ,강남구,111261,0.005,0.4,0.022,0.027,27,13
2016-01-10 02,서울 강남구 ,강남구,111261,0.006,0.4,0.023,0.025,26,15
2016-01-10 03,서울 강남구 ,강남구,111261,0.006,0.3,0.03,0.016,24,16
2016-01-10 04,서울 강남구 ,강남구,111261,0.005,0.3,0.03,0.014,24,13
2016-01-10 05,서울 강남구 ,강남구,111261,0.005,0.4,0.024,0.019,31,16
2016-01-10 06,서울 강남구 ,강남구,111261,0.006,0.4,0.013,0.028,36,21
2016-01-10 07,서울 강남구 ,강남구,111261,0.006,0.5,0.004,0.038,35,21
2016-01-10 08,서울 강남구 ,강남구,111261,0.006,0.6,0.005,0.04,39,24
2016-01-10 09,서울 강남구 ,강남구,111261,0.006,0.5,0.018,0.026,46,26
2016-01-10 10,서울 강남구 ,강남구,111261,0.006,0.6,0.022,0.025,46,29
2016-01-10 11,서울 강남구 ,강남구,111261,0.007,0.6,0.021,0.026,48,26
2016-01-10 12,서울 강남구 ,강남구,111261,0.007,0.5,0.028,0.023,33,19
2016-01-10 13,서울 강남구 ,강남구,111261,0.006,0.4,0.037,0.02,25,15
2016-01-10 14,서울 강남구 ,강남구,111261,0.005,0.3,0.042,0.017,27,13
2016-01-10 15,서울 강남구 ,강남구,111261,0.006,0.3,0.046,0.016,21,8
2016-01-10 16,서울 강남구 ,강남구,111261,0.006,0.3,0.046,0.018,23,11
2016-01-10 17,서울 강남구 ,강남구,111261,0.005,0.3,0.046,0.018,28,13
2016-01-10 18,서울 강남구 ,강남구,111261,0.005,0.3,0.043,0.019,30,16
2016-01-10 19,서울 강남구 ,강남구,111261,0.006,0.4,0.034,0.025,30,15
2016-01-10 20,서울 강남구 ,강남구,111261,0.005,0.4,0.035,0.025,25,13
2016-01-10 21,서울 강남구 ,강남구,111261,0.006,0.4,0.038,0.025,34,17
2016-01-10 22,서울 강남구 ,강남구,111261,0.006,0.3,0.041,0.021,32,16
2016-01-10 23,서울 강남구 ,강남구,111261,0.006,0.4,0.042,0.02,28,20
2016-01-10 24,서울 강남구 ,강남구,111261,0.006,0.4,0.037,0.022,26,16
2016-01-11 01,서울 강남구 ,강남구,111261,0.005,0.4,0.031,0.023,27,14
2016-01-11 02,서울 강남구 ,강남구,111261,0.005,0.4,0.033,0.019,28,16
2016-01-11 03,서울 강남구 ,강남구,111261,0.005,0.3,0.038,0.013,24,13
2016-01-11 04,서울 강남구 ,강남구,111261,0.005,0.3,0.039,0.011,29,17
2016-01-11 05,서울 강남구 ,강남구,111261,0.005,0.4,0.037,0.012,30,14
2016-01-11 06,서울 강남구 ,강남구,111261,0.006,0.4,0.032,0.016,36,18
2016-01-11 07,서울 강남구 ,강남구,111261,0.007,0.5,0.022,0.024,37,17
2016-01-11 08,서울 강남구 ,강남구,111261,0.007,0.5,0.011,0.035,40,24
2016-01-11 09,서울 강남구 ,강남구,111261,0.007,0.6,0.008,0.038,44,19
2016-01-11 10,서울 강남구 ,강남구,111261,0.008,0.6,0.011,0.039,49,24
2016-01-11 11,서울 강남구 ,강남구,111261,0.008,0.6,0.016,0.036,47,22
2016-01-11 12,서울 강남구 ,강남구,111261,0.007,0.5,0.023,0.031,30,18
2016-01-11 13,서울 강남구 ,강남구,111261,0.007,0.5,0.024,0.031,43,20
2016-01-11 14,서울 강남구 ,강남구,111261,0.006,0.5,0.028,0.03,41,21
2016-01-11 15,서울 강남구 ,강남구,111261,0.006,0.4,0.029,0.031,42,21
2016-01-11 16,서울 강남구 ,강남구,111261,0.006,0.5,0.023,0.036,45,24
2016-01-11 17,서울 강남구 ,강남구,111261,0.005,0.5,0.017,0.039,49,24
2016-01-11 18,서울 강남구 ,강남구,111261,0.006,0.5,0.012,0.043,51,25
2016-01-11 19,서울 강남구 ,강남구,111261,0.006,0.5,0.014,0.041,44,17
2016-01-11 20,서울 강남구 ,강남구,111261,0.005,0.5,0.013,0.041,43,16
2016-01-11 21,서울 강남구 ,강남구,111261,0.006,0.5,0.008,0.045,47,24
2016-01-11 22,서울 강남구 ,강남구,111261,0.006,0.6,0.006,0.045,58,21
2016-01-11 23,서울 강남구 ,강남구,111261,0.006,0.6,0.003,0.048,57,23
2016-01-11 24,서울 강남구 ,강남구,111261,0.006,0.6,0.003,0.049,61,27
2016-01-12 01,서울 강남구 ,강남구,111261,0.006,0.6,0.003,0.046,61,29
2016-01-12 02,서울 강남구 ,강남구,111261,0.006,0.6,0.004,0.044,63,28
2016-01-12 03,서울 강남구 ,강남구,111261,0.006,0.7,0.002,0.045,64,27
2016-01-12 04,서울 강남구 ,강남구,111261,0.006,0.6,0.004,0.04,65,30
2016-01-12 05,서울 강남구 ,강남구,111261,0.006,0.7,0.004,0.041,68,28
2016-01-12 06,서울 강남구 ,강남구,111261,0.006,0.6,0.004,0.042,60,33
2016-01-12 07,서울 강남구 ,강남구,111261,0.007,0.7,0.002,0.047,63,26
2016-01-12 08,서울 강남구 ,강남구,111261,0.005,0.7,0.002,0.05,60,28
2016-01-12 09,서울 강남구 ,강남구,111261,0.006,0.7,0.005,0.048,59,25
2016-01-12 10,서울 강남구 ,강남구,111261,0.006,0.8,0.007,0.048,62,28
2016-01-12 11,서울 강남구 ,강남구,111261,0.007,0.7,0.009,0.046,64,25
2016-01-12 12,서울 강남구 ,강남구,111261,0.006,0.6,0.015,0.042,49,23
2016-01-12 13,서울 강남구 ,강남구,111261,0.005,0.5,0.023,0.033,40,18
2016-01-12 14,서울 강남구 ,강남구,111261,0.006,0.4,0.032,0.026,38,13
2016-01-12 15,서울 강남구 ,강남구,111261,0.005,0.4,0.027,0.034,34,12
2016-01-12 16,서울 강남구 ,강남구,111261,0.006,0.5,0.021,0.042,51,19
2016-01-12 17,서울 강남구 ,강남구,111261,0.006,0.4,0.019,0.04,58,24
2016-01-12 18,서울 강남구 ,강남구,111261,0.006,0.5,0.009,0.049,47,15
2016-01-12 19,서울 강남구 ,강남구,111261,0.005,0.5,0.007,0.05,38,15
2016-01-12 20,서울 강남구 ,강남구,111261,0.005,0.5,0.01,0.044,31,8
2016-01-12 21,서울 강남구 ,강남구,111261,0.005,0.5,0.006,0.049,45,18
2016-01-12 22,서울 강남구 ,강남구,111261,0.005,0.4,0.014,0.036,41,17
2016-01-12 23,서울 강남구 ,강남구,111261,0.005,0.4,0.016,0.03,39,15
2016-01-12 24,서울 강남구 ,강남구,111261,0.004,0.4,0.021,0.024,43,20
2016-01-13 01,서울 강남구 ,강남구,111261,0.005,0.4,0.024,0.023,33,13
2016-01-13 02,서울 강남구 ,강남구,111261,0.004,0.4,0.029,0.018,37,13
2016-01-13 03,서울 강남구 ,강남구,111261,0.005,0.4,0.03,0.018,24,12
2016-01-13 04,서울 강남구 ,강남구,111261,0.005,0.4,0.021,0.024,26,11
2016-01-13 05,서울 강남구 ,강남구,111261,0.005,0.4,0.018,0.024,38,16
2016-01-13 06,서울 강남구 ,강남구,111261,0.004,0.4,0.012,0.031,36,18
2016-01-13 07,서울 강남구 ,강남구,111261,0.005,0.5,0.003,0.043,37,16
2016-01-13 08,서울 강남구 ,강남구,111261,0.005,0.5,0.005,0.044,39,16
2016-01-13 09,서울 강남구 ,강남구,111261,0.005,0.5,0.011,0.039,30,14
2016-01-13 10,서울 강남구 ,강남구,111261,0.006,0.6,0.01,0.045,31,16
2016-01-13 11,서울 강남구 ,강남구,111261,0.006,0.8,0.006,0.052,59,25
2016-01-13 12,서울 강남구 ,강남구,111261,0.007,0.6,0.014,0.041,52,25
2016-01-13 13,서울 강남구 ,강남구,111261,0.006,0.4,0.024,0.028,37,15
2016-01-13 14,서울 강남구 ,강남구,111261,0.006,0.5,0.017,0.037,32,16
2016-01-13 15,서울 강남구 ,강남구,111261,0.006,0.4,0.019,0.034,44,21
2016-01-13 16,서울 강남구 ,강남구,111261,0.007,0.5,0.015,0.034,45,23
2016-01-13 17,서울 강남구 ,강남구,111261,0.005,0.5,0.007,0.043,39,18
2016-01-13 18,서울 강남구 ,강남구,111261,0.005,0.6,0.003,0.049,36,25
2016-01-13 19,서울 강남구 ,강남구,111261,0.005,0.6,0.008,0.041,34,25
2016-01-13 20,서울 강남구 ,강남구,111261,0.004,0.5,0.009,0.04,34,22
2016-01-13 21,서울 강남구 ,강남구,111261,0.004,0.5,0.015,0.032,39,24
