날짜,시도,측정소명,측정소코드,아황산가스,일산화탄소,오존,이산화질소,PM10,PM2.5
2016-03-01 22,서울 강남구 ,강남구,111261,0.007,0.3,0.026,0.024,28,13
2016-03-01 23,서울 강남구 ,강남구,111261,0.006,0.4,0.016,0.035,24,12
2016-03-01 24,서울 강남구 ,강남구,111261,0.006,0.4,0.012,0.04,30,14
2016-03-02 01,서울 강남구 ,강남구,111261,0.007,0.4,0.016,0.034,29,14
2016-03-02 02,서울 강남구 ,강남구,111261,0.006,0.4,0.017,0.031,26,10
2016-03-02 03,서울 강남구 ,강남구,111261,0.007,0.4,0.014,0.033,26,16
2016-03-02 04,서울 강남구 ,강남구,111261,0.006,0.3,0.018,0.027,28,18
2016-03-02 05,서울 강남구 ,강남구,111261,0.007,0.3,0.019,0.026,26,11
2016-03-02 06,서울 강남구 ,강남구,111261,0.007,0.3,0.015,0.032,31,15
2016-03-02 07,서울 강남구 ,강남구,111261,0.007,0.3,0.009,0.04,22,14
2016-03-02 08,서울 강남구 ,강남구,111261,0.007,0.4,0.007,0.045,28,14
2016-03-02 09,서울 강남구 ,강남구,111261,0.007,0.5,0.006,0.049,28,13
2016-03-02 10,서울 강남구 ,강남구,111261,0.007,0.5,0.005,0.05,36,19
2016-03-02 11,서울 강남구 ,강남구,111261,0.007,0.6,0.006,0.052,45,21
2016-03-02 12,서울 강남구 ,강남구,111261,0.008,0.5,0.014,0.043,43,26
2016-03-02 13,서울 강남구 ,강남구,111261,0.008,0.4,0.021,0.035,42,19
2016-03-02 14,서울 강남구 ,강남구,111261,0.008,0.4,0.03,0.028,52,32
2016-03-02 15,서울 강남구 ,강남구,111261,0.008,0.4,0.038,0.025,49,26
2016-03-02 16,서울 강남구 ,강남구,111261,0.007,0.4,0.04,0.027,55,28
2016-03-02 17,서울 강남구 ,강남구,111261,0.008,0.4,0.04,0.026,55,27
2016-03-02 18,서울 강남구 ,강남구,111261,0.007,0.3,0.041,0.023,53,27
2016-03-02 19,서울 강남구 ,강남구,111261,0.008,0.3,0.04,0.02,51,27
2016-03-02 20,서울 강남구 ,강남구,111261,0.007,0.4,0.033,0.025,36,19
2016-03-02 21,서울 강남구 ,강남구,111261,0.008,0.3,0.027,0.029,27,15
2016-03-02 22,서울 강남구 ,강남구,111261,0.008,0.4,0.022,0.032,36,23
2016-03-02 23,서울 강남구 ,강남구,111261,0.008,0.4,0.027,0.024,34,19
2016-03-02 24,서울 강남구 ,강남구,111261,0.008,0.4,0.025,0.026,35,20
2016-03-03 01,서울 강남구 ,강남구,111261,0.007,0.4,0.02,0.029,33,18
2016-03-03 02,서울 강남구 ,강남구,111261,0.007,0.4,0.02,0.027,34,20
2016-03-03 03,서울 강남구 ,강남구,111261,0.007,0.4,0.023,0.022,29,15
2016-03-03 04,서울 강남구 ,강남구,111261,0.007,0.4,0.025,0.02,29,17
2016-03-03 05,서울 강남구 ,강남구,111261,0.007,0.4,0.018,0.025,30,16
2016-03-03 06,서울 강남구 ,강남구,111261,0.008,0.4,0.013,0.031,34,15
2016-03-03 07,서울 강남구 ,강남구,111261,0.008,0.3,0.012,0.034,24,15
2016-03-03 08,서울 강남구 ,강남구,111261,0.007,0.4,0.011,0.039,29,16
2016-03-03 09,서울 강남구 ,강남구,111261,0.009,0.5,0.008,0.049,31,12
2016-03-03 10,서울 강남구 ,강남구,111261,0.008,0.5,0.009,0.049,40,15
2016-03-03 11,서울 강남구 ,강남구,111261,0.008,0.4,0.015,0.045,46,18
2016-03-03 12,서울 강남구 ,강남구,111261,0.007,0.4,0.019,0.043,0,0
2016-03-03 13,서울 강남구 ,강남구,111261,0.007,0.4,0.028,0.034,0,0
2016-03-03 14,서울 강남구 ,강남구,111261,0.007,0.4,0.032,0.03,0,0
2016-03-03 15,서울 강남구 ,강남구,111261,0.008,0.4,0.03,0.034,0,0
2016-03-03 16,서울 강남구 ,강남구,111261,0.008,0.4,0.031,0.036,47,0
2016-03-03 17,서울 강남구 ,강남구,111261,0.009,0.4,0.027,0.042,61,25
2016-03-03 18,서울 강남구 ,강남구,111261,0.009,0.5,0.018,0.053,68,34
2016-03-03 19,서울 강남구 ,강남구,111261,0.009,0.5,0.004,0.07,83,38
2016-03-03 20,서울 강남구 ,강남구,111261,0.01,0.6,0.002,0.076,83,33
2016-03-03 21,서울 강남구 ,강남구,111261,0.009,0.6,0.002,0.076,77,35
2016-03-03 22,서울 강남구 ,강남구,111261,0.009,0.7,0.002,0.075,93,47
2016-03-03 23,서울 강남구 ,강남구,111261,0.009,0.6,0.002,0.073,95,62
2016-03-03 24,서울 강남구 ,강남구,111261,0.009,0.7,0.002,0.071,85,43
2016-03-04 01,서울 강남구 ,강남구,111261,0.008,0.6,0.003,0.06,94,49
2016-03-04 02,서울 강남구 ,강남구,111261,0.008,0.6,0.003,0.057,81,44
2016-03-04 03,서울 강남구 ,강남구,111261,0.008,0.6,0.004,0.054,81,45
2016-03-04 04,서울 강남구 ,강남구,111261,0.01,0.5,0.012,0.04,73,44
2016-03-04 05,서울 강남구 ,강남구,111261,0.008,0.5,0.005,0.047,72,38
2016-03-04 06,서울 강남구 ,강남구,111261,0.008,0.5,0.002,0.052,68,41
2016-03-04 07,서울 강남구 ,강남구,111261,0.008,0.5,0.002,0.056,72,42
2016-03-04 08,서울 강남구 ,강남구,111261,0.008,0.6,0.003,0.058,73,39
2016-03-04 09,서울 강남구 ,강남구,111261,0.009,0.6,0.004,0.057,73,36
2016-03-04 10,서울 강남구 ,강남구,111261,0.008,0.6,0.007,0.057,93,36
2016-03-04 11,서울 강남구 ,강남구,111261,0.009,0.7,0.008,0.06,88,38
2016-03-04 12,서울 강남구 ,강남구,111261,0.008,0.7,0.009,0.061,100,42
2016-03-04 13,서울 강남구 ,강남구,111261,0.009,0.5,0.018,0.048,86,42
2016-03-04 14,서울 강남구 ,강남구,111261,0,0.4,0.03,0.035,67,22
2016-03-04 15,서울 강남구 ,강남구,111261,0,0.4,0.035,0.029,51,16
2016-03-04 16,서울 강남구 ,강남구,111261,0,0.4,0.032,0.033,56,20
2016-03-04 17,서울 강남구 ,강남구,111261,0,0.4,0.03,0.035,66,26
2016-03-04 18,서울 강남구 ,강남구,111261,0,0.5,0.027,0.037,75,38
2016-03-04 19,서울 강남구 ,강남구,111261,0,0.4,0.02,0.044,68,29
2016-03-04 20,서울 강남구 ,강남구,111261,0,0.5,0.018,0.04,51,21
2016-03-04 21,서울 강남구 ,강남구,111261,0,0.4,0.017,0.035,58,26
2016-03-04 22,서울 강남구 ,강남구,111261,0,0.4,0.01,0.038,61,31
2016-03-04 23,서울 강남구 ,강남구,111261,0,0.4,0.013,0.036,54,30
2016-03-04 24,서울 강남구 ,강남구,111261,0,0.4,0.015,0.031,48,24
2016-03-05 01,서울 강남구 ,강남구,111261,0,0.4,0.014,0.028,45,20
2016-03-05 02,서울 강남구 ,강남구,111261,0,0.4,0.014,0.027,31,23
2016-03-05 03,서울 강남구 ,강남구,111261,0,0.4,0.011,0.026,22,14
2016-03-05 04,서울 강남구 ,강남구,111261,0,0.4,0.013,0.026,25,14
2016-03-05 05,서울 강남구 ,강남구,111261,0,0.3,0.02,0.017,19,15
2016-03-05 06,서울 강남구 ,강남구,111261,0,0.3,0.018,0.019,16,13
2016-03-05 07,서울 강남구 ,강남구,111261,0,0.4,0.008,0.03,22,14
2016-03-05 08,서울 강남구 ,강남구,111261,0,0.4,0.007,0.03,22,16
2016-03-05 09,서울 강남구 ,강남구,111261,0,0.4,0.009,0.031,21,5
2016-03-05 10,서울 강남구 ,강남구,111261,0,0.4,0.007,0.034,25,15
2016-03-05 11,서울 강남구 ,강남구,111261,0,0.4,0.006,0.036,27,14
2016-03-05 12,서울 강남구 ,강남구,111261,0,0.4,0.008,0.035,33,17
2016-03-05 13,서울 강남구 ,강남구,111261,0,0.4,0.012,0.031,27,13
2016-03-05 14,서울 강남구 ,강남구,111261,0,0.4,0.011,0.031,31,21
2016-03-05 15,서울 강남구 ,강남구,111261,0,0.5,0.006,0.037,27,18
2016-03-05 16,서울 강남구 ,강남구,111261,0,0.5,0.003,0.042,9,1
2016-03-05 17,서울 강남구 ,강남구,111261,0,0.4,0.007,0.038,3,0
2016-03-05 18,서울 강남구 ,강남구,111261,0,0.4,0.011,0.035,4,3
2016-03-05 19,서울 강남구 ,강남구,111261,0,0.4,0.008,0.035,4,4
2016-03-05 20,서울 강남구 ,강남구,111261,0,0.4,0.006,0.038,8,7
2016-03-05 21,서울 강남구 ,강남구,111261,0,0.4,0.007,0.033,9,14
2016-03-05 22,서울 강남구 ,강남구,111261,0,0.4,0.001,0.04,17,13
2016-03-05 23,서울 강남구 ,강남구,111261,0,0.4,0.001,0.039,22,16
2016-03-05 24,서울 강남구 ,강남구,111261,0,0.4,0.001,0.04,30,22
2016-03-06 01,서울 강남구 ,강남구,111261,0,0.4,0.006,0.03,34,18
2016-03-06 02,서울 강남구 ,강남구,111261,0,0.4,0.008,0.025,24,12
2016-03-06 03,서울 강남구 ,강남구,111261,0,0.4,0.007,0.026,27,12
2016-03-06 04,서울 강남구 ,강남구,111261,0,0.4,0.011,0.02,35,19
2016-03-06 05,서울 강남구 ,강남구,111261,0,0.4,0.023,0.014,42,18
2016-03-06 06,서울 강남구 ,강남구,111261,0,0.4,0.021,0.017,49,19
2016-03-06 07,서울 강남구 ,강남구,111261,0,0.4,0.017,0.022,72,19
2016-03-06 08,서울 강남구 ,강남구,111261,0,0.5,0.01,0.031,108,16
2016-03-06 09,서울 강남구 ,강남구,111261,0,0.5,0.009,0.032,149,25
2016-03-06 10,서울 강남구 ,강남구,111261,0,0.5,0.014,0.028,188,30
2016-03-06 11,서울 강남구 ,강남구,111261,0,0.5,0.018,0.025,189,30
2016-03-06 12,서울 강남구 ,강남구,111261,0,0.4,0.027,0.018,143,23
2016-03-06 13,서울 강남구 ,강남구,111261,0,0.3,0.035,0.012,81,18
2016-03-06 14,서울 강남구 ,강남구,111261,0,0.3,0.038,0.011,58,12
2016-03-06 15,서울 강남구 ,강남구,111261,0,0.2,0.041,0.01,63,16
2016-03-06 16,서울 강남구 ,강남구,111261,0,0.3,0.038,0.013,86,21
2016-03-06 17,서울 강남구 ,강남구,111261,0,0.3,0.039,0.013,108,23
2016-03-06 18,서울 강남구 ,강남구,111261,0,0.3,0.034,0.02,124,29
2016-03-06 19,서울 강남구 ,강남구,111261,0,0.4,0.028,0.025,134,29
2016-03-06 20,서울 강남구 ,강남구,111261,0,0.4,0.022,0.032,134,28
2016-03-06 21,서울 강남구 ,강남구,111261,0,0.4,0.017,0.037,137,25
2016-03-06 22,서울 강남구 ,강남구,111261,0,0.4,0.017,0.037,140,27
2016-03-06 23,서울 강남구 ,강남구,111261,0,0.4,0.016,0.037,145,29
2016-03-06 24,서울 강남구 ,강남구,111261,0,0.4,0.009,0.045,137,28
2016-03-07 01,서울 강남구 ,강남구,111261,0,0.5,0.003,0.051,130,28
2016-03-07 02,서울 강남구 ,강남구,111261,0,0.5,0.007,0.043,124,26
2016-03-07 03,서울 강남구 ,강남구,111261,0,0.4,0.005,0.042,115,26
2016-03-07 04,서울 강남구 ,강남구,111261,0,0.4,0.014,0.031,110,23
2016-03-07 05,서울 강남구 ,강남구,111261,0,0.4,0.013,0.03,108,21
2016-03-07 06,서울 강남구 ,강남구,111261,0,0.4,0.006,0.038,110,23
2016-03-07 07,서울 강남구 ,강남구,111261,0,0.4,0.002,0.047,104,24
2016-03-07 08,서울 강남구 ,강남구,111261,0,0.5,0.002,0.053,105,23
2016-03-07 09,서울 강남구 ,강남구,111261,0,0.6,0.002,0.053,110,24
2016-03-07 10,서울 강남구 ,강남구,111261,0,0.6,0.003,0.052,118,22
2016-03-07 11,서울 강남구 ,강남구,111261,0,0.6,0.003,0.054,109,29
2016-03-07 12,서울 강남구 ,강남구,111261,0,0.7,0.003,0.056,111,28
2016-03-07 13,서울 강남구 ,강남구,111261,0,0.7,0.003,0.058,113,31
2016-03-07 14,서울 강남구 ,강남구,111261,0,0.5,0,0,119,57
2016-03-07 15,서울 강남구 ,강남구,111261,0.007,0.6,0.004,0.053,116,0
2016-03-07 16,서울 강남구 ,강남구,111261,0.009,0.6,0.003,0.054,114,30
2016-03-07 17,서울 강남구 ,강남구,111261,0.008,0.6,0.004,0.056,105,27
2016-03-07 18,서울 강남구 ,강남구,111261,0,0.7,0.002,0.062,118,33
2016-03-07 19,서울 강남구 ,강남구,111261,0,0.7,0.001,0.064,133,50
2016-03-07 20,서울 강남구 ,강남구,111261,0,0.6,0.003,0.056,128,38
2016-03-07 21,서울 강남구 ,강남구,111261,0,0.6,0.003,0.056,132,32
2016-03-07 22,서울 강남구 ,강남구,111261,0,0.6,0.001,0.06,133,33
2016-03-07 23,서울 강남구 ,강남구,111261,0,0.7,0.001,0.06,136,35
2016-03-07 24,서울 강남구 ,강남구,111261,0,0.6,0.002,0.057,143,38
2016-03-08 01,서울 강남구 ,강남구,111261,0,0.5,0.019,0.032,138,34
2016-03-08 02,서울 강남구 ,강남구,111261,0,0.4,0.034,0.016,146,36
2016-03-08 03,서울 강남구 ,강남구,111261,0,0.4,0.034,0.015,166,31
2016-03-08 04,서울 강남구 ,강남구,111261,0,0.4,0.034,0.012,180,37
2016-03-08 05,서울 강남구 ,강남구,111261,0,0.4,0.029,0.015,168,35
2016-03-08 06,서울 강남구 ,강남구,111261,0,0.5,0.02,0.025,141,32
2016-03-08 07,서울 강남구 ,강남구,111261,0,0.5,0.005,0.044,116,30
2016-03-08 08,서울 강남구 ,강남구,111261,0,0.4,0.01,0.039,84,21
2016-03-08 09,서울 강남구 ,강남구,111261,0,0.4,0.01,0.038,68,19
2016-03-08 10,서울 강남구 ,강남구,111261,0,0.4,0.01,0.038,73,26
2016-03-08 11,서울 강남구 ,강남구,111261,0,0.4,0.014,0.032,68,18
2016-03-08 12,서울 강남구 ,강남구,111261,0,0,0,0,0,20
2016-03-08 13,서울 강남구 ,강남구,111261,0,0,0,0,0,12
2016-03-08 14,서울 강남구 ,강남구,111261,0,0,0,0,0,13
2016-03-08 15,서울 강남구 ,강남구,111261,0,0,0,0,0,14
2016-03-08 16,서울 강남구 ,강남구,111261,0,0,0,0,0,9
2016-03-08 17,서울 강남구 ,강남구,111261,0,0,0,0,0,12
2016-03-08 18,서울 강남구 ,강남구,111261,0,0,0,0,0,12
2016-03-08 19,서울 강남구 ,강남구,111261,0,0,0,0,0,12
2016-03-08 20,서울 강남구 ,강남구,111261,0,0,0,0,0,9
2016-03-08 21,서울 강남구 ,강남구,111261,0,0,0,0,0,12
2016-03-08 22,서울 강남구 ,강남구,111261,0,0,0,0,0,17
2016-03-08 23,서울 강남구 ,강남구,111261,0,0,0,0,0,14
2016-03-08 24,서울 강남구 ,강남구,111261,0,0,0,0,0,14
2016-03-09 01,서울 강남구 ,강남구,111261,0,0,0,0,0,14
2016-03-09 02,서울 강남구 ,강남구,111261,0,0,0,0,0,10
2016-03-09 03,서울 강남구 ,강남구,111261,0,0,0,0,0,16
2016-03-09 04,서울 강남구 ,강남구,111261,0,0,0,0,0,12
2016-03-09 05,서울 강남구 ,강남구,111261,0,0,0,0,0,12
2016-03-09 06,서울 강남구 ,강남구,111261,0,0,0,0,0,9
2016-03-09 07,서울 강남구 ,강남구,111261,0,0,0,0,0,16
2016-03-09 08,서울 강남구 ,강남구,111261,0,0,0,0,0,15
2016-03-09 09,서울 강남구 ,강남구,111261,0,0,0,0,0,15
2016-03-09 10,서울 강남구 ,강남구,111261,0,0,0,0,0,19
2016-03-09 11,서울 강남구 ,강남구,111261,0,0,0,0,0,7
2016-03-09 12,서울 강남구 ,강남구,111261,0,0,0,0,0,21
2016-03-09 13,서울 강남구 ,강남구,111261,0,0,0,0,0,6
2016-03-09 14,서울 강남구 ,강남구,111261,0,0,0,0,0,9
2016-03-09 15,서울 강남구 ,강남구,111261,0,0,0,0,0,20
2016-03-09 16,서울 강남구 ,강남구,111261,0,0,0,0,56,21
2016-03-09 17,서울 강남구 ,강남구,111261,0.005,0.3,0.03,0.022,61,21
2016-03-09 18,서울 강남구 ,강남구,111261,0.004,0.4,0.029,0.024,71,23
2016-03-09 19,서울 강남구 ,강남구,111261,0.005,0.4,0.022,0.03,65,18
2016-03-09 20,서울 강남구 ,강남구,111261,0.004,0.3,0.024,0.025,48,16
2016-03-09 21,서울 강남구 ,강남구,111261,0.004,0.3,0.028,0.019,40,17
2016-03-09 22,서울 강남구 ,강남구,111261,0.005,0.3,0.026,0.02,36,17
2016-03-09 23,서울 강남구 ,강남구,111261,0.005,0.4,0.023,0.023,38,12
2016-03-09 24,서울 강남구 ,강남구,111261,0.005,0.3,0.027,0.017,37,12
2016-03-10 01,서울 강남구 ,강남구,111261,0.005,0.3,0.03,0.013,35,14
2016-03-10 02,서울 강남구 ,강남구,111261,0.005,0.3,0.033,0.011,33,11
2016-03-10 03,서울 강남구 ,강남구,111261,0.005,0.3,0.032,0.011,34,12
2016-03-10 04,서울 강남구 ,강남구,111261,0.005,0.3,0.031,0.012,28,13
2016-03-10 05,서울 강남구 ,강남구,111261,0.005,0.4,0.03,0.012,32,11
2016-03-10 06,서울 강남구 ,강남구,111261,0.005,0.4,0.025,0.017,33,13
2016-03-10 07,서울 강남구 ,강남구,111261,0.005,0.4,0.018,0.024,31,15
2016-03-10 08,서울 강남구 ,강남구,111261,0.005,0.4,0.013,0.03,33,12
2016-03-10 09,서울 강남구 ,강남구,111261,0.006,0.4,0.017,0.026,36,15
2016-03-10 10,서울 강남구 ,강남구,111261,0.005,0.4,0.019,0.026,41,14
2016-03-10 11,서울 강남구 ,강남구,111261,0.005,0.3,0.029,0.018,29,14
2016-03-10 12,서울 강남구 ,강남구,111261,0.005,0.3,0.031,0.017,31,12
2016-03-10 13,서울 강남구 ,강남구,111261,0.005,0.3,0.035,0.014,36,18
2016-03-10 14,서울 강남구 ,강남구,111261,0.005,0.3,0.037,0.012,33,14
2016-03-10 15,서울 강남구 ,강남구,111261,0.004,0.3,0.037,0.013,28,10
2016-03-10 16,서울 강남구 ,강남구,111261,0.005,0.3,0.038,0.013,34,9
2016-03-10 17,서울 강남구 ,강남구,111261,0.005,0.3,0.036,0.015,40,14
2016-03-10 18,서울 강남구 ,강남구,111261,0.005,0.3,0.033,0.019,36,13
2016-03-10 19,서울 강남구 ,강남구,111261,0.005,0.3,0.03,0.023,36,13
2016-03-10 20,서울 강남구 ,강남구,111261,0.005,0.3,0.032,0.021,31,15
2016-03-10 21,서울 강남구 ,강남구,111261,0.005,0.3,0.035,0.019,33,13
2016-03-10 22,서울 강남구 ,강남구,111261,0.005,0.4,0.036,0.018,32,18
2016-03-10 23,서울 강남구 ,강남구,111261,0.006,0.3,0.039,0.015,35,21
2016-03-10 24,서울 강남구 ,강남구,111261,0.004,0.4,0.038,0.017,35,17
2016-03-11 01,서울 강남구 ,강남구,111261,0.004,0.4,0.037,0.016,37,21
2016-03-11 02,서울 강남구 ,강남구,111261,0.005,0.4,0.039,0.012,37,17
2016-03-11 03,서울 강남구 ,강남구,111261,0.005,0.3,0.039,0.01,31,18
2016-03-11 04,서울 강남구 ,강남구,111261,0.005,0.3,0.037,0.011,37,15
2016-03-11 05,서울 강남구 ,강남구,111261,0.005,0.4,0.035,0.013,34,18
2016-03-11 06,서울 강남구 ,강남구,111261,0.005,0.4,0.03,0.019,35,17
2016-03-11 07,서울 강남구 ,강남구,111261,0.005,0.4,0.025,0.025,36,14
2016-03-11 08,서울 강남구 ,강남구,111261,0.006,0.4,0.018,0.034,31,18
2016-03-11 09,서울 강남구 ,강남구,111261,0.004,0.5,0.019,0.033,37,16
2016-03-11 10,서울 강남구 ,강남구,111261,0.006,0.4,0.026,0.025,38,19
2016-03-11 11,서울 강남구 ,강남구,111261,0.006,0.4,0.028,0.023,29,15
2016-03-11 12,서울 강남구 ,강남구,111261,0.005,0.4,0.028,0.023,35,19
2016-03-11 13,서울 강남구 ,강남구,111261,0.005,0.4,0.033,0.017,37,22
2016-03-11 14,서울 강남구 ,강남구,111261,0.005,0.3,0.036,0.016,22,7
2016-03-11 15,서울 강남구 ,강남구,111261,0.005,0.3,0.037,0.016,25,12
2016-03-11 16,서울 강남구 ,강남구,111261,0.004,0.3,0.036,0.017,20,10
2016-03-11 17,서울 강남구 ,강남구,111261,0.006,0.3,0.033,0.022,30,14
2016-03-11 18,서울 강남구 ,강남구,111261,0.005,0.3,0.036,0.019,35,19
2016-03-11 19,서울 강남구 ,강남구,111261,0.005,0.4,0.025,0.03,41,19
2016-03-11 20,서울 강남구 ,강남구,111261,0.005,0.4,0.015,0.042,34,16
2016-03-11 21,서울 강남구 ,강남구,111261,0.006,0.4,0.017,0.039,32,17
2016-03-11 22,서울 강남구 ,강남구,111261,0.004,0.4,0.022,0.033,32,17
2016-03-11 23,서울 강남구 ,강남구,111261,0.005,0.4,0.025,0.03,36,14
2016-03-11 24,서울 강남구 ,강남구,111261,0.005,0.3,0.03,0.023,34,15
2016-03-12 01,서울 강남구 ,강남구,111261,0.004,0.3,0.028,0.023,37,16
2016-03-12 02,서울 강남구 ,강남구,111261,0.005,0.4,0.029,0.022,33,15
2016-03-12 03,서울 강남구 ,강남구,111261,0.005,0.4,0.031,0.019,39,17
2016-03-12 04,서울 강남구 ,강남구,111261,0.005,0.4,0.026,0.024,33,15
2016-03-12 05,서울 강남구 ,강남구,111261,0.005,0.5,0.005,0.046,37,14
2016-03-12 06,서울 강남구 ,강남구,111261,0.005,0.5,0.007,0.043,34,21
2016-03-12 07,서울 강남구 ,강남구,111261,0.005,0.5,0.005,0.046,39,16
2016-03-12 08,서울 강남구 ,강남구,111261,0.005,0.4,0.007,0.042,39,19
2016-03-12 09,서울 강남구 ,강남구,111261,0.005,0.5,0.008,0.045,39,20
2016-03-12 10,서울 강남구 ,강남구,111261,0.007,0.5,0.009,0.045,45,20
2016-03-12 11,서울 강남구 ,강남구,111261,0.006,0.4,0.017,0.038,45,21
2016-03-12 12,서울 강남구 ,강남구,111261,0.006,0.4,0.025,0.031,38,17
2016-03-12 13,서울 강남구 ,강남구,111261,0.005,0.4,0.031,0.025,41,19
2016-03-12 14,서울 강남구 ,강남구,111261,0.006,0.3,0.038,0.02,42,22
2016-03-12 15,서울 강남구 ,강남구,111261,0.006,0.3,0.039,0.02,47,16
2016-03-12 16,서울 강남구 ,강남구,111261,0.007,0.3,0.04,0.02,46,17
2016-03-12 17,서울 강남구 ,강남구,111261,0.007,0.3,0.04,0.021,53,22
2016-03-12 18,서울 강남구 ,강남구,111261,0.006,0.4,0.04,0.022,48,19
2016-03-12 19,서울 강남구 ,강남구,111261,0.007,0.4,0.036,0.027,56,32
2016-03-12 20,서울 강남구 ,강남구,111261,0.006,0.4,0.036,0.024,42,16
2016-03-12 21,서울 강남구 ,강남구,111261,0.006,0.4,0.035,0.025,51,22
2016-03-12 22,서울 강남구 ,강남구,111261,0.005,0.4,0.036,0.022,49,23
2016-03-12 23,서울 강남구 ,강남구,111261,0.005,0.4,0.028,0.03,42,15
2016-03-12 24,서울 강남구 ,강남구,111261,0.005,0.4,0.025,0.033,46,25
2016-03-13 01,서울 강남구 ,강남구,111261,0.005,0.4,0.03,0.026,43,18
2016-03-13 02,서울 강남구 ,강남구,111261,0.005,0.5,0.027,0.027,43,21
2016-03-13 03,서울 강남구 ,강남구,111261,0.006,0.5,0.032,0.021,45,18
2016-03-13 04,서울 강남구 ,강남구,111261,0.007,0.5,0.03,0.023,46,22
2016-03-13 05,서울 강남구 ,강남구,111261,0.005,0.6,0.013,0.039,45,22
2016-03-13 06,서울 강남구 ,강남구,111261,0.006,0.5,0.008,0.044,47,21
2016-03-13 07,서울 강남구 ,강남구,111261,0.006,0.6,0.005,0.05,49,22
2016-03-13 08,서울 강남구 ,강남구,111261,0.006,0.6,0.006,0.047,42,21
2016-03-13 09,서울 강남구 ,강남구,111261,0.006,0.6,0.008,0.047,48,24
2016-03-13 10,서울 강남구 ,강남구,111261,0.006,0.5,0.026,0.036,49,21
2016-03-13 11,서울 강남구 ,강남구,111261,0.007,0.4,0.035,0.028,51,21
2016-03-13 12,서울 강남구 ,강남구,111261,0.006,0.4,0.041,0.022,52,30
2016-03-13 13,서울 강남구 ,강남구,111261,0.007,0.4,0.044,0.021,56,30
2016-03-13 14,서울 강남구 ,강남구,111261,0.008,0.4,0.039,0.026,62,35
2016-03-13 15,서울 강남구 ,강남구,111261,0.007,0.5,0.038,0.029,65,40
2016-03-13 16,서울 강남구 ,강남구,111261,0.007,0.4,0.036,0.032,70,40
2016-03-13 17,서울 강남구 ,강남구,111261,0.007,0.5,0.027,0.04,82,48
2016-03-13 18,서울 강남구 ,강남구,111261,0.006,0.5,0.034,0.035,84,45
2016-03-13 19,서울 강남구 ,강남구,111261,0.005,0.5,0.032,0.037,84,49
2016-03-13 20,서울 강남구 ,강남구,111261,0.006,0.5,0.028,0.039,77,54
2016-03-13 21,서울 강남구 ,강남구,111261,0.004,0.5,0.036,0.031,71,55
2016-03-13 22,서울 강남구 ,강남구,111261,0.005,0.5,0.033,0.033,62,55
2016-03-13 23,서울 강남구 ,강남구,111261,0.005,0.5,0.04,0.027,70,57
2016-03-13 24,서울 강남구 ,강남구,111261,0.005,0.5,0.045,0.023,65,54
2016-03-14 01,서울 강남구 ,강남구,111261,0.005,0.5,0.048,0.018,65,50
2016-03-14 02,서울 강남구 ,강남구,111261,0.005,0.5,0.049,0.015,64,50
2016-03-14 03,서울 강남구 ,강남구,111261,0.004,0.5,0.049,0.013,62,47
2016-03-14 04,서울 강남구 ,강남구,111261,0.005,0.5,0.04,0.018,61,49
2016-03-14 05,서울 강남구 ,강남구,111261,0.004,0.5,0.034,0.023,71,52
2016-03-14 06,서울 강남구 ,강남구,111261,0.004,0.5,0.032,0.027,65,50
