날짜,시도,측정소명,측정소코드,아황산가스,일산화탄소,오존,이산화질소,PM10,PM2.5
2016-09-05 09,서울 강남구 ,강남구,111261,0.003,0.4,0.004,0.025,19,12
2016-09-05 10,서울 강남구 ,강남구,111261,0.003,0.5,0.004,0.03,24,15
2016-09-05 11,서울 강남구 ,강남구,111261,0.004,0.4,0.01,0.029,28,11
2016-09-05 12,서울 강남구 ,강남구,111261,0.004,0.3,0.026,0.024,24,19
2016-09-05 13,서울 강남구 ,강남구,111261,0.003,0.4,0.031,0.031,31,18
2016-09-05 14,서울 강남구 ,강남구,111261,0.004,0.4,0.028,0.04,42,23
2016-09-05 15,서울 강남구 ,강남구,111261,0.004,0.4,0.05,0.034,41,20
2016-09-05 16,서울 강남구 ,강남구,111261,0.004,0.4,0.074,0.027,41,26
2016-09-05 17,서울 강남구 ,강남구,111261,0.004,0.4,0.066,0.032,54,31
2016-09-05 18,서울 강남구 ,강남구,111261,0.004,0.3,0.051,0.029,53,26
2016-09-05 19,서울 강남구 ,강남구,111261,0.004,0.4,0.037,0.038,45,21
2016-09-05 20,서울 강남구 ,강남구,111261,0.003,0.4,0.027,0.042,46,24
2016-09-05 21,서울 강남구 ,강남구,111261,0.004,0.4,0.022,0.045,43,28
2016-09-05 22,서울 강남구 ,강남구,111261,0.005,0.5,0.003,0.063,53,34
2016-09-05 23,서울 강남구 ,강남구,111261,0.004,0.5,0.009,0.044,62,31
2016-09-05 24,서울 강남구 ,강남구,111261,0.004,0.4,0.021,0.029,51,29
2016-09-06 01,서울 강남구 ,강남구,111261,0.005,0.4,0.029,0.024,46,26
2016-09-06 02,서울 강남구 ,강남구,111261,0.004,0.4,0.033,0.02,47,26
2016-09-06 03,서울 강남구 ,강남구,111261,0.004,0.5,0.018,0.029,53,26
2016-09-06 04,서울 강남구 ,강남구,111261,0.004,0.4,0.014,0.028,49,31
2016-09-06 05,서울 강남구 ,강남구,111261,0.005,0.4,0.015,0.026,42,26
2016-09-06 06,서울 강남구 ,강남구,111261,0.004,0.4,0.01,0.029,53,29
2016-09-06 07,서울 강남구 ,강남구,111261,0.004,0.4,0.007,0.033,58,22
2016-09-06 08,서울 강남구 ,강남구,111261,0.004,0.5,0.003,0.038,58,31
2016-09-06 09,서울 강남구 ,강남구,111261,0.005,0.5,0.009,0.038,56,29
2016-09-06 10,서울 강남구 ,강남구,111261,0.004,0.5,0.014,0.042,48,23
2016-09-06 11,서울 강남구 ,강남구,111261,0.005,0.4,0.022,0.037,49,27
2016-09-06 12,서울 강남구 ,강남구,111261,0.004,0.4,0.026,0.034,46,22
2016-09-06 13,서울 강남구 ,강남구,111261,0.004,0.4,0.033,0.032,48,29
2016-09-06 14,서울 강남구 ,강남구,111261,0.004,0.4,0.041,0.031,49,31
2016-09-06 15,서울 강남구 ,강남구,111261,0.009,0.6,0.055,0.035,0,0
2016-09-06 16,서울 강남구 ,강남구,111261,0.009,0.4,0.067,0.028,0,0
2016-09-06 17,서울 강남구 ,강남구,111261,0.007,0.4,0.065,0.027,59,35
2016-09-06 18,서울 강남구 ,강남구,111261,0.006,0.4,0.044,0.025,56,31
2016-09-06 19,서울 강남구 ,강남구,111261,0.006,0.4,0.034,0.032,62,42
2016-09-06 20,서울 강남구 ,강남구,111261,0.004,0.5,0.031,0.032,90,58
2016-09-06 21,서울 강남구 ,강남구,111261,0.004,0.5,0.032,0.026,106,76
2016-09-06 22,서울 강남구 ,강남구,111261,0.005,0.5,0.032,0.023,120,82
2016-09-06 23,서울 강남구 ,강남구,111261,0.005,0.5,0.033,0.022,110,83
2016-09-06 24,서울 강남구 ,강남구,111261,0.004,0.5,0.034,0.018,99,73
2016-09-07 01,서울 강남구 ,강남구,111261,0.004,0.5,0.031,0.019,95,69
2016-09-07 02,서울 강남구 ,강남구,111261,0.005,0.5,0.036,0.014,110,70
2016-09-07 03,서울 강남구 ,강남구,111261,0.005,0.5,0.036,0.011,106,68
2016-09-07 04,서울 강남구 ,강남구,111261,0.004,0.5,0.031,0.013,93,73
2016-09-07 05,서울 강남구 ,강남구,111261,0.004,0.5,0.02,0.019,91,70
2016-09-07 06,서울 강남구 ,강남구,111261,0.004,0.5,0.005,0.03,86,63
2016-09-07 07,서울 강남구 ,강남구,111261,0.004,0.5,0.025,0.017,93,65
2016-09-07 08,서울 강남구 ,강남구,111261,0.005,0.6,0.009,0.033,99,60
2016-09-07 09,서울 강남구 ,강남구,111261,0.004,0.6,0.005,0.035,92,60
2016-09-07 10,서울 강남구 ,강남구,111261,0.004,0.5,0.017,0.028,90,58
2016-09-07 11,서울 강남구 ,강남구,111261,0.004,0.5,0.022,0.031,79,69
2016-09-07 12,서울 강남구 ,강남구,111261,0.004,0.6,0.014,0.044,92,72
2016-09-07 13,서울 강남구 ,강남구,111261,0.005,0.5,0.033,0.03,101,61
2016-09-07 14,서울 강남구 ,강남구,111261,0.005,0.6,0.025,0.044,88,54
2016-09-07 15,서울 강남구 ,강남구,111261,0.004,0.5,0.03,0.045,93,57
2016-09-07 16,서울 강남구 ,강남구,111261,0.004,0.5,0.051,0.043,95,62
2016-09-07 17,서울 강남구 ,강남구,111261,0.004,0.5,0.064,0.034,92,55
2016-09-07 18,서울 강남구 ,강남구,111261,0.006,0.5,0.061,0.034,84,53
2016-09-07 19,서울 강남구 ,강남구,111261,0.005,0.5,0.049,0.039,82,57
2016-09-07 20,서울 강남구 ,강남구,111261,0.006,0.6,0.026,0.05,85,56
2016-09-07 21,서울 강남구 ,강남구,111261,0.004,0.6,0.017,0.054,84,58
2016-09-07 22,서울 강남구 ,강남구,111261,0.004,0.6,0.008,0.059,31,0
2016-09-07 23,서울 강남구 ,강남구,111261,0.005,0.6,0.005,0.051,0,48
2016-09-07 24,서울 강남구 ,강남구,111261,0.005,0.6,0.011,0.039,0,40
2016-09-08 01,서울 강남구 ,강남구,111261,0.004,0.5,0.017,0.029,0,38
2016-09-08 02,서울 강남구 ,강남구,111261,0.005,0.5,0.012,0.033,0,33
2016-09-08 03,서울 강남구 ,강남구,111261,0.004,0.5,0.023,0.021,0,28
2016-09-08 04,서울 강남구 ,강남구,111261,0.004,0.5,0.006,0.034,0,29
2016-09-08 05,서울 강남구 ,강남구,111261,0.004,0.5,0.003,0.032,0,33
2016-09-08 06,서울 강남구 ,강남구,111261,0.004,0.5,0.005,0.03,0,26
2016-09-08 07,서울 강남구 ,강남구,111261,0.004,0.5,0.004,0.037,0,26
2016-09-08 08,서울 강남구 ,강남구,111261,0.005,0.5,0.011,0.034,0,33
2016-09-08 09,서울 강남구 ,강남구,111261,0.004,0.5,0.006,0.033,0,27
2016-09-08 10,서울 강남구 ,강남구,111261,0.004,0.5,0.01,0.036,0,20
2016-09-08 11,서울 강남구 ,강남구,111261,0.005,0.5,0.021,0.034,0,24
2016-09-08 12,서울 강남구 ,강남구,111261,0.004,0.5,0.02,0.039,0,0
2016-09-08 13,서울 강남구 ,강남구,111261,0.004,0.5,0.019,0.04,0,0
2016-09-08 14,서울 강남구 ,강남구,111261,0.003,0.5,0.031,0.035,0,37
2016-09-08 15,서울 강남구 ,강남구,111261,0.004,0.5,0.031,0.042,50,33
2016-09-08 16,서울 강남구 ,강남구,111261,0.004,0.5,0.015,0.059,67,35
2016-09-08 17,서울 강남구 ,강남구,111261,0.004,0.5,0.016,0.057,46,28
2016-09-08 18,서울 강남구 ,강남구,111261,0.004,0.5,0.023,0.057,42,25
2016-09-08 19,서울 강남구 ,강남구,111261,0.005,0.6,0.028,0.057,59,38
2016-09-08 20,서울 강남구 ,강남구,111261,0.005,0.5,0.031,0.049,71,36
2016-09-08 21,서울 강남구 ,강남구,111261,0.008,0.6,0.022,0.052,83,50
2016-09-08 22,서울 강남구 ,강남구,111261,0.013,0.5,0.032,0.037,84,54
2016-09-08 23,서울 강남구 ,강남구,111261,0.007,0.5,0.015,0.049,65,42
2016-09-08 24,서울 강남구 ,강남구,111261,0.005,0.5,0.01,0.051,54,39
2016-09-09 01,서울 강남구 ,강남구,111261,0.005,0.6,0.011,0.052,57,35
2016-09-09 02,서울 강남구 ,강남구,111261,0.004,0.4,0.019,0.031,45,29
2016-09-09 03,서울 강남구 ,강남구,111261,0.004,0.4,0.021,0.02,33,20
2016-09-09 04,서울 강남구 ,강남구,111261,0.004,0.3,0.018,0.018,25,16
2016-09-09 05,서울 강남구 ,강남구,111261,0.004,0.3,0.015,0.02,27,15
2016-09-09 06,서울 강남구 ,강남구,111261,0.004,0.3,0.011,0.026,24,18
2016-09-09 07,서울 강남구 ,강남구,111261,0.004,0.4,0.005,0.032,24,17
2016-09-09 08,서울 강남구 ,강남구,111261,0.003,0.4,0.003,0.035,33,19
2016-09-09 09,서울 강남구 ,강남구,111261,0.004,0.5,0.004,0.037,37,16
2016-09-09 10,서울 강남구 ,강남구,111261,0.004,0.5,0.005,0.042,55,22
2016-09-09 11,서울 강남구 ,강남구,111261,0.004,0.6,0.011,0.046,75,34
2016-09-09 12,서울 강남구 ,강남구,111261,0.005,0.5,0.015,0.047,61,34
2016-09-09 13,서울 강남구 ,강남구,111261,0,0,0,0,51,32
2016-09-09 14,서울 강남구 ,강남구,111261,0,0,0,0,56,35
2016-09-09 15,서울 강남구 ,강남구,111261,0.004,0.5,0.055,0.03,54,39
2016-09-09 16,서울 강남구 ,강남구,111261,0.004,0.5,0.065,0.027,46,41
2016-09-09 17,서울 강남구 ,강남구,111261,0.004,0.4,0.055,0.029,42,35
2016-09-09 18,서울 강남구 ,강남구,111261,0.004,0.4,0.047,0.03,51,31
2016-09-09 19,서울 강남구 ,강남구,111261,0.004,0.4,0.026,0.042,53,28
2016-09-09 20,서울 강남구 ,강남구,111261,0.004,0.4,0.024,0.035,53,32
2016-09-09 21,서울 강남구 ,강남구,111261,0.004,0.4,0.019,0.039,60,40
2016-09-09 22,서울 강남구 ,강남구,111261,0.004,0.4,0.018,0.039,60,39
2016-09-09 23,서울 강남구 ,강남구,111261,0.004,0.5,0.025,0.032,52,38
2016-09-09 24,서울 강남구 ,강남구,111261,0.003,0.4,0.026,0.029,46,33
2016-09-10 01,서울 강남구 ,강남구,111261,0.004,0.5,0.009,0.043,47,31
2016-09-10 02,서울 강남구 ,강남구,111261,0.004,0.5,0.004,0.04,52,31
2016-09-10 03,서울 강남구 ,강남구,111261,0.004,0.4,0.021,0.02,37,24
2016-09-10 04,서울 강남구 ,강남구,111261,0.003,0.4,0.023,0.016,25,16
2016-09-10 05,서울 강남구 ,강남구,111261,0.003,0.4,0.024,0.014,27,15
2016-09-10 06,서울 강남구 ,강남구,111261,0.003,0.3,0.016,0.02,20,12
2016-09-10 07,서울 강남구 ,강남구,111261,0.004,0.3,0.006,0.028,28,13
2016-09-10 08,서울 강남구 ,강남구,111261,0.004,0.3,0.008,0.027,27,16
2016-09-10 09,서울 강남구 ,강남구,111261,0.004,0.3,0.008,0.029,19,10
2016-09-10 10,서울 강남구 ,강남구,111261,0.004,0.3,0.01,0.031,28,15
2016-09-10 11,서울 강남구 ,강남구,111261,0.004,0.4,0.013,0.034,0,21
2016-09-10 12,서울 강남구 ,강남구,111261,0.004,0.4,0.032,0.028,58,29
2016-09-10 13,서울 강남구 ,강남구,111261,0.004,0.4,0.037,0.026,54,28
2016-09-10 14,서울 강남구 ,강남구,111261,0.004,0.4,0.062,0.021,57,34
2016-09-10 15,서울 강남구 ,강남구,111261,0.004,0.4,0.063,0.023,53,34
2016-09-10 16,서울 강남구 ,강남구,111261,0.004,0.4,0.064,0.021,48,37
2016-09-10 17,서울 강남구 ,강남구,111261,0.004,0.4,0.063,0.024,49,41
2016-09-10 18,서울 강남구 ,강남구,111261,0.004,0.4,0.064,0.025,58,41
2016-09-10 19,서울 강남구 ,강남구,111261,0.004,0.4,0.066,0.026,55,41
2016-09-10 20,서울 강남구 ,강남구,111261,0.004,0.4,0.067,0.025,69,42
2016-09-10 21,서울 강남구 ,강남구,111261,0.004,0.4,0.025,0.055,75,48
2016-09-10 22,서울 강남구 ,강남구,111261,0.003,0.5,0.003,0.07,72,48
2016-09-10 23,서울 강남구 ,강남구,111261,0.003,0.5,0.003,0.063,70,42
2016-09-10 24,서울 강남구 ,강남구,111261,0.003,0.5,0.007,0.053,60,39
2016-09-11 01,서울 강남구 ,강남구,111261,0.004,0.5,0.019,0.035,61,39
2016-09-11 02,서울 강남구 ,강남구,111261,0.004,0.5,0.03,0.019,54,35
2016-09-11 03,서울 강남구 ,강남구,111261,0.003,0.4,0.027,0.018,39,27
2016-09-11 04,서울 강남구 ,강남구,111261,0.004,0.4,0.027,0.014,37,25
2016-09-11 05,서울 강남구 ,강남구,111261,0.004,0.4,0.025,0.013,32,21
2016-09-11 06,서울 강남구 ,강남구,111261,0.005,0.4,0.022,0.018,33,19
2016-09-11 07,서울 강남구 ,강남구,111261,0.004,0.3,0.018,0.023,38,22
2016-09-11 08,서울 강남구 ,강남구,111261,0.004,0.3,0.017,0.024,33,19
2016-09-11 09,서울 강남구 ,강남구,111261,0.003,0.3,0.023,0.018,32,18
2016-09-11 10,서울 강남구 ,강남구,111261,0.004,0.3,0.026,0.017,29,19
2016-09-11 11,서울 강남구 ,강남구,111261,0.004,0.3,0.037,0.012,34,17
2016-09-11 12,서울 강남구 ,강남구,111261,0.004,0.3,0.044,0.013,39,21
2016-09-11 13,서울 강남구 ,강남구,111261,0.003,0.3,0.052,0.012,35,23
2016-09-11 14,서울 강남구 ,강남구,111261,0.004,0.3,0.059,0.011,42,31
2016-09-11 15,서울 강남구 ,강남구,111261,0.004,0.3,0.054,0.017,38,33
2016-09-11 16,서울 강남구 ,강남구,111261,0.003,0.3,0.062,0.015,45,35
2016-09-11 17,서울 강남구 ,강남구,111261,0.004,0.3,0.067,0.013,50,35
2016-09-11 18,서울 강남구 ,강남구,111261,0.003,0.3,0.065,0.016,44,36
2016-09-11 19,서울 강남구 ,강남구,111261,0.005,0.4,0.052,0.033,76,42
2016-09-11 20,서울 강남구 ,강남구,111261,0.006,0.4,0.051,0.031,77,49
2016-09-11 21,서울 강남구 ,강남구,111261,0.005,0.5,0.04,0.035,68,35
2016-09-11 22,서울 강남구 ,강남구,111261,0.005,0.5,0.031,0.037,76,54
2016-09-11 23,서울 강남구 ,강남구,111261,0.004,0.5,0.019,0.041,57,40
2016-09-11 24,서울 강남구 ,강남구,111261,0.004,0.5,0.014,0.04,57,37
2016-09-12 01,서울 강남구 ,강남구,111261,0.003,0.5,0.015,0.026,40,28
2016-09-12 02,서울 강남구 ,강남구,111261,0.003,0.4,0.022,0.016,37,22
2016-09-12 03,서울 강남구 ,강남구,111261,0.003,0.4,0.022,0.012,30,15
2016-09-12 04,서울 강남구 ,강남구,111261,0.003,0.3,0.02,0.012,27,19
2016-09-12 05,서울 강남구 ,강남구,111261,0.003,0.3,0.016,0.013,27,18
2016-09-12 06,서울 강남구 ,강남구,111261,0.004,0.3,0.011,0.019,30,13
2016-09-12 07,서울 강남구 ,강남구,111261,0.003,0.3,0.003,0.028,27,15
2016-09-12 08,서울 강남구 ,강남구,111261,0.003,0.3,0.004,0.029,24,19
2016-09-12 09,서울 강남구 ,강남구,111261,0.004,0.3,0.005,0.027,29,14
2016-09-12 10,서울 강남구 ,강남구,111261,0.003,0.4,0.006,0.028,34,13
2016-09-12 11,서울 강남구 ,강남구,111261,0.003,0.4,0.008,0.029,36,17
2016-09-12 12,서울 강남구 ,강남구,111261,0.004,0.3,0.016,0.024,34,14
2016-09-12 13,서울 강남구 ,강남구,111261,0.004,0.3,0.028,0.019,37,18
2016-09-12 14,서울 강남구 ,강남구,111261,0.003,0.3,0.035,0.019,39,20
2016-09-12 15,서울 강남구 ,강남구,111261,0.004,0.3,0.036,0.026,36,21
2016-09-12 16,서울 강남구 ,강남구,111261,0.004,0.3,0.035,0.029,45,19
2016-09-12 17,서울 강남구 ,강남구,111261,0.003,0.3,0.027,0.039,24,11
2016-09-12 18,서울 강남구 ,강남구,111261,0.005,0.4,0.018,0.045,32,19
2016-09-12 19,서울 강남구 ,강남구,111261,0.004,0.4,0.005,0.053,38,27
2016-09-12 20,서울 강남구 ,강남구,111261,0.004,0.4,0.002,0.053,35,24
2016-09-12 21,서울 강남구 ,강남구,111261,0.004,0.5,0.001,0.052,37,21
2016-09-12 22,서울 강남구 ,강남구,111261,0.003,0.5,0.001,0.043,39,23
2016-09-12 23,서울 강남구 ,강남구,111261,0.004,0.4,0.007,0.028,21,16
2016-09-12 24,서울 강남구 ,강남구,111261,0.004,0.4,0.005,0.028,20,11
2016-09-13 01,서울 강남구 ,강남구,111261,0.003,0.3,0.003,0.028,19,9
2016-09-13 02,서울 강남구 ,강남구,111261,0.003,0.3,0.007,0.021,18,5
2016-09-13 03,서울 강남구 ,강남구,111261,0.003,0.3,0.008,0.017,14,7
2016-09-13 04,서울 강남구 ,강남구,111261,0.003,0.3,0.011,0.014,16,6
2016-09-13 05,서울 강남구 ,강남구,111261,0.004,0.3,0.011,0.014,13,5
2016-09-13 06,서울 강남구 ,강남구,111261,0.003,0.3,0.005,0.02,15,6
2016-09-13 07,서울 강남구 ,강남구,111261,0.004,0.3,0.003,0.026,11,4
2016-09-13 08,서울 강남구 ,강남구,111261,0.004,0.2,0.007,0.022,11,5
2016-09-13 09,서울 강남구 ,강남구,111261,0.004,0.3,0.007,0.023,14,5
2016-09-13 10,서울 강남구 ,강남구,111261,0.003,0.3,0.009,0.024,12,6
2016-09-13 11,서울 강남구 ,강남구,111261,0.003,0.3,0.019,0.022,19,5
2016-09-13 12,서울 강남구 ,강남구,111261,0.003,0.3,0.024,0.016,19,7
2016-09-13 13,서울 강남구 ,강남구,111261,0.003,0.3,0.032,0.014,13,9
2016-09-13 14,서울 강남구 ,강남구,111261,0.004,0.2,0.038,0.016,5,2
2016-09-13 15,서울 강남구 ,강남구,111261,0.003,0.2,0.041,0.014,10,7
2016-09-13 16,서울 강남구 ,강남구,111261,0.003,0.2,0.038,0.019,12,10
2016-09-13 17,서울 강남구 ,강남구,111261,0.004,0.2,0.036,0.027,22,11
2016-09-13 18,서울 강남구 ,강남구,111261,0.003,0.2,0.047,0.031,19,16
2016-09-13 19,서울 강남구 ,강남구,111261,0.003,0.3,0.042,0.047,0,0
2016-09-13 20,서울 강남구 ,강남구,111261,0.004,0.4,0.014,0.063,37,26
2016-09-13 21,서울 강남구 ,강남구,111261,0.003,0.4,0.013,0.051,39,20
