날짜,시도,측정소명,측정소코드,아황산가스,일산화탄소,오존,이산화질소,PM10,PM2.5
2016-02-04 10,서울 강남구 ,강남구,111261,0.006,1.2,0.004,0.068,57,36
2016-02-04 11,서울 강남구 ,강남구,111261,0.008,0.8,0.011,0.051,68,38
2016-02-04 12,서울 강남구 ,강남구,111261,0.008,0.7,0.021,0.041,52,34
2016-02-04 13,서울 강남구 ,강남구,111261,0.009,0.6,0.035,0.031,60,30
2016-02-04 14,서울 강남구 ,강남구,111261,0.007,0.5,0.045,0.023,50,23
2016-02-04 15,서울 강남구 ,강남구,111261,0.007,0.5,0.047,0.022,50,21
2016-02-04 16,서울 강남구 ,강남구,111261,0.007,0.4,0.047,0.022,62,19
2016-02-04 17,서울 강남구 ,강남구,111261,0.007,0.5,0.034,0.033,58,17
2016-02-04 18,서울 강남구 ,강남구,111261,0.008,0.5,0.025,0.04,78,30
2016-02-04 19,서울 강남구 ,강남구,111261,0.006,0.5,0.019,0.045,68,15
2016-02-04 20,서울 강남구 ,강남구,111261,0.007,0.5,0.013,0.05,63,20
2016-02-04 21,서울 강남구 ,강남구,111261,0.007,0.6,0.013,0.05,75,25
2016-02-04 22,서울 강남구 ,강남구,111261,0.008,0.5,0.022,0.036,60,25
2016-02-04 23,서울 강남구 ,강남구,111261,0.006,0.5,0.017,0.04,57,21
2016-02-04 24,서울 강남구 ,강남구,111261,0.005,0.4,0.019,0.035,59,23
2016-02-05 01,서울 강남구 ,강남구,111261,0.005,0.4,0.028,0.026,38,13
2016-02-05 02,서울 강남구 ,강남구,111261,0.005,0.4,0.029,0.023,37,13
2016-02-05 03,서울 강남구 ,강남구,111261,0.005,0.4,0.025,0.027,34,13
2016-02-05 04,서울 강남구 ,강남구,111261,0.005,0.4,0.027,0.025,30,16
2016-02-05 05,서울 강남구 ,강남구,111261,0.005,0.4,0.03,0.023,41,11
2016-02-05 06,서울 강남구 ,강남구,111261,0.006,0.4,0.018,0.034,39,18
2016-02-05 07,서울 강남구 ,강남구,111261,0.006,0.5,0.003,0.051,43,11
2016-02-05 08,서울 강남구 ,강남구,111261,0.005,0.7,0.002,0.059,40,18
2016-02-05 09,서울 강남구 ,강남구,111261,0.006,1,0.003,0.062,53,24
2016-02-05 10,서울 강남구 ,강남구,111261,0.007,1,0.005,0.059,59,22
2016-02-05 11,서울 강남구 ,강남구,111261,0.007,0.8,0.008,0.055,59,26
2016-02-05 12,서울 강남구 ,강남구,111261,0.008,0.5,0.022,0.034,50,23
2016-02-05 13,서울 강남구 ,강남구,111261,0.007,0.4,0.03,0.031,36,19
2016-02-05 14,서울 강남구 ,강남구,111261,0.007,0.4,0.03,0.032,38,20
2016-02-05 15,서울 강남구 ,강남구,111261,0.006,0.4,0.038,0.029,45,18
2016-02-05 16,서울 강남구 ,강남구,111261,0.005,0.4,0.041,0.023,34,12
2016-02-05 17,서울 강남구 ,강남구,111261,0.006,0.4,0.038,0.027,40,12
2016-02-05 18,서울 강남구 ,강남구,111261,0.007,0.4,0.027,0.036,51,18
2016-02-05 19,서울 강남구 ,강남구,111261,0.006,0.5,0.02,0.045,65,21
2016-02-05 20,서울 강남구 ,강남구,111261,0.007,0.5,0.011,0.055,64,19
2016-02-05 21,서울 강남구 ,강남구,111261,0.007,0.6,0.004,0.061,73,25
2016-02-05 22,서울 강남구 ,강남구,111261,0.006,0.6,0.008,0.054,62,31
2016-02-05 23,서울 강남구 ,강남구,111261,0.006,0.5,0.017,0.043,54,28
2016-02-05 24,서울 강남구 ,강남구,111261,0.005,0.5,0.017,0.041,53,28
2016-02-06 01,서울 강남구 ,강남구,111261,0.007,0.5,0.03,0.025,59,33
2016-02-06 02,서울 강남구 ,강남구,111261,0.006,0.4,0.04,0.017,54,26
2016-02-06 03,서울 강남구 ,강남구,111261,0.006,0.4,0.035,0.021,43,17
2016-02-06 04,서울 강남구 ,강남구,111261,0.006,0.4,0.037,0.017,47,20
2016-02-06 05,서울 강남구 ,강남구,111261,0.006,0.5,0.033,0.019,43,19
2016-02-06 06,서울 강남구 ,강남구,111261,0.005,0.4,0.029,0.023,47,24
2016-02-06 07,서울 강남구 ,강남구,111261,0.006,0.4,0.018,0.033,42,17
2016-02-06 08,서울 강남구 ,강남구,111261,0.005,0.4,0.016,0.033,43,17
2016-02-06 09,서울 강남구 ,강남구,111261,0.006,0.5,0.023,0.025,43,24
2016-02-06 10,서울 강남구 ,강남구,111261,0.006,0.5,0.025,0.023,46,17
2016-02-06 11,서울 강남구 ,강남구,111261,0.008,0.5,0.024,0.026,45,18
2016-02-06 12,서울 강남구 ,강남구,111261,0.007,0.5,0.025,0.028,57,27
2016-02-06 13,서울 강남구 ,강남구,111261,0.008,0.5,0.031,0.024,59,25
2016-02-06 14,서울 강남구 ,강남구,111261,0.008,0.5,0.036,0.022,55,24
2016-02-06 15,서울 강남구 ,강남구,111261,0.008,0.4,0.04,0.021,58,27
2016-02-06 16,서울 강남구 ,강남구,111261,0.006,0.4,0.044,0.016,43,21
2016-02-06 17,서울 강남구 ,강남구,111261,0.007,0.4,0.042,0.018,53,17
2016-02-06 18,서울 강남구 ,강남구,111261,0.006,0.4,0.035,0.024,62,19
2016-02-06 19,서울 강남구 ,강남구,111261,0.006,0.4,0.027,0.03,54,20
2016-02-06 20,서울 강남구 ,강남구,111261,0.005,0.4,0.025,0.033,56,21
2016-02-06 21,서울 강남구 ,강남구,111261,0.005,0.4,0.024,0.03,66,28
2016-02-06 22,서울 강남구 ,강남구,111261,0.006,0.5,0.023,0.031,70,24
2016-02-06 23,서울 강남구 ,강남구,111261,0.004,0.5,0.023,0.03,71,24
2016-02-06 24,서울 강남구 ,강남구,111261,0.005,0.5,0.019,0.032,71,24
2016-02-07 01,서울 강남구 ,강남구,111261,0.005,0.5,0.015,0.034,74,27
2016-02-07 02,서울 강남구 ,강남구,111261,0.005,0.5,0.02,0.029,68,24
2016-02-07 03,서울 강남구 ,강남구,111261,0.005,0.5,0.015,0.033,72,26
2016-02-07 04,서울 강남구 ,강남구,111261,0.004,0.5,0.011,0.037,69,23
2016-02-07 05,서울 강남구 ,강남구,111261,0.005,0.5,0.014,0.032,55,26
2016-02-07 06,서울 강남구 ,강남구,111261,0.005,0.6,0.012,0.036,56,24
2016-02-07 07,서울 강남구 ,강남구,111261,0.005,0.8,0.002,0.046,69,30
2016-02-07 08,서울 강남구 ,강남구,111261,0.005,0.8,0.002,0.046,72,31
2016-02-07 09,서울 강남구 ,강남구,111261,0.006,0.8,0.005,0.046,72,34
2016-02-07 10,서울 강남구 ,강남구,111261,0.005,0.8,0.006,0.047,70,30
2016-02-07 11,서울 강남구 ,강남구,111261,0.006,0.7,0.012,0.042,67,27
2016-02-07 12,서울 강남구 ,강남구,111261,0.006,0.5,0.027,0.027,65,25
2016-02-07 13,서울 강남구 ,강남구,111261,0.006,0.4,0.029,0.025,45,17
2016-02-07 14,서울 강남구 ,강남구,111261,0.006,0.4,0.035,0.022,43,14
2016-02-07 15,서울 강남구 ,강남구,111261,0.005,0.4,0.037,0.019,37,18
2016-02-07 16,서울 강남구 ,강남구,111261,0.006,0.3,0.039,0.018,33,14
2016-02-07 17,서울 강남구 ,강남구,111261,0.006,0.3,0.032,0.023,27,11
2016-02-07 18,서울 강남구 ,강남구,111261,0.005,0.3,0.032,0.02,38,19
2016-02-07 19,서울 강남구 ,강남구,111261,0.005,0.3,0.026,0.025,27,13
2016-02-07 20,서울 강남구 ,강남구,111261,0.005,0.3,0.026,0.025,25,8
2016-02-07 21,서울 강남구 ,강남구,111261,0.006,0.4,0.016,0.036,26,15
2016-02-07 22,서울 강남구 ,강남구,111261,0.005,0.4,0.013,0.039,38,22
2016-02-07 23,서울 강남구 ,강남구,111261,0.006,0.4,0.026,0.026,34,18
2016-02-07 24,서울 강남구 ,강남구,111261,0.006,0.4,0.014,0.039,27,19
2016-02-08 01,서울 강남구 ,강남구,111261,0.005,0.6,0.003,0.051,33,19
2016-02-08 02,서울 강남구 ,강남구,111261,0.006,0.6,0.003,0.051,43,24
2016-02-08 03,서울 강남구 ,강남구,111261,0.005,0.6,0.003,0.05,38,25
2016-02-08 04,서울 강남구 ,강남구,111261,0.005,0.6,0.003,0.046,38,20
2016-02-08 05,서울 강남구 ,강남구,111261,0.005,0.5,0.008,0.04,30,23
2016-02-08 06,서울 강남구 ,강남구,111261,0.006,0.5,0.011,0.037,38,18
2016-02-08 07,서울 강남구 ,강남구,111261,0.006,0.5,0.003,0.047,41,26
2016-02-08 08,서울 강남구 ,강남구,111261,0.005,0.5,0.003,0.047,36,25
2016-02-08 09,서울 강남구 ,강남구,111261,0.006,0.5,0.006,0.044,35,18
2016-02-08 10,서울 강남구 ,강남구,111261,0.008,0.4,0.018,0.03,30,23
2016-02-08 11,서울 강남구 ,강남구,111261,0.007,0.5,0.019,0.031,33,18
2016-02-08 12,서울 강남구 ,강남구,111261,0.009,0.5,0.029,0.025,39,24
2016-02-08 13,서울 강남구 ,강남구,111261,0.008,0.5,0.033,0.023,52,32
2016-02-08 14,서울 강남구 ,강남구,111261,0.007,0.4,0.042,0.017,69,39
2016-02-08 15,서울 강남구 ,강남구,111261,0.008,0.5,0.049,0.015,80,32
2016-02-08 16,서울 강남구 ,강남구,111261,0.009,0.5,0.047,0.018,104,51
2016-02-08 17,서울 강남구 ,강남구,111261,0.008,0.5,0.045,0.02,108,54
2016-02-08 18,서울 강남구 ,강남구,111261,0.006,0.5,0.046,0.019,117,51
2016-02-08 19,서울 강남구 ,강남구,111261,0.009,0.6,0.051,0.017,124,53
2016-02-08 20,서울 강남구 ,강남구,111261,0.01,0.6,0.048,0.019,133,57
2016-02-08 21,서울 강남구 ,강남구,111261,0.008,0.5,0.045,0.019,123,69
2016-02-08 22,서울 강남구 ,강남구,111261,0.008,0.5,0.044,0.018,130,63
2016-02-08 23,서울 강남구 ,강남구,111261,0.01,0.8,0.037,0.022,166,88
2016-02-08 24,서울 강남구 ,강남구,111261,0.01,0.8,0.035,0.018,199,104
2016-02-09 01,서울 강남구 ,강남구,111261,0.008,0.5,0.036,0.013,124,66
2016-02-09 02,서울 강남구 ,강남구,111261,0.006,0.4,0.035,0.011,58,30
2016-02-09 03,서울 강남구 ,강남구,111261,0.005,0.4,0.035,0.011,55,29
2016-02-09 04,서울 강남구 ,강남구,111261,0.005,0.4,0.033,0.012,53,29
2016-02-09 05,서울 강남구 ,강남구,111261,0.005,0.4,0.033,0.012,53,30
2016-02-09 06,서울 강남구 ,강남구,111261,0.005,0.5,0.029,0.017,52,25
2016-02-09 07,서울 강남구 ,강남구,111261,0.007,0.4,0.025,0.022,61,28
2016-02-09 08,서울 강남구 ,강남구,111261,0.007,0.5,0.02,0.027,61,28
2016-02-09 09,서울 강남구 ,강남구,111261,0.008,0.5,0.017,0.031,67,32
2016-02-09 10,서울 강남구 ,강남구,111261,0.009,0.5,0.026,0.023,64,28
2016-02-09 11,서울 강남구 ,강남구,111261,0.01,0.4,0.031,0.018,47,20
2016-02-09 12,서울 강남구 ,강남구,111261,0.008,0.3,0.04,0.012,49,20
2016-02-09 13,서울 강남구 ,강남구,111261,0.006,0.3,0.042,0.011,44,20
2016-02-09 14,서울 강남구 ,강남구,111261,0.006,0.3,0.041,0.011,40,7
2016-02-09 15,서울 강남구 ,강남구,111261,0.006,0.3,0.04,0.012,44,20
2016-02-09 16,서울 강남구 ,강남구,111261,0.006,0.3,0.039,0.012,42,12
2016-02-09 17,서울 강남구 ,강남구,111261,0.006,0.3,0.038,0.014,43,11
2016-02-09 18,서울 강남구 ,강남구,111261,0.005,0.3,0.033,0.019,48,18
2016-02-09 19,서울 강남구 ,강남구,111261,0.007,0.4,0.027,0.028,43,18
2016-02-09 20,서울 강남구 ,강남구,111261,0.006,0.4,0.023,0.032,40,11
2016-02-09 21,서울 강남구 ,강남구,111261,0.005,0.4,0.021,0.034,40,28
2016-02-09 22,서울 강남구 ,강남구,111261,0.006,0.5,0.01,0.046,46,19
2016-02-09 23,서울 강남구 ,강남구,111261,0.007,0.4,0.019,0.036,42,24
2016-02-09 24,서울 강남구 ,강남구,111261,0.007,0.4,0.012,0.042,40,20
2016-02-10 01,서울 강남구 ,강남구,111261,0.006,0.5,0.004,0.053,41,20
2016-02-10 02,서울 강남구 ,강남구,111261,0.006,0.6,0.002,0.058,45,23
2016-02-10 03,서울 강남구 ,강남구,111261,0.005,0.7,0.002,0.056,43,24
2016-02-10 04,서울 강남구 ,강남구,111261,0.005,0.7,0.002,0.051,50,21
2016-02-10 05,서울 강남구 ,강남구,111261,0.005,0.7,0.002,0.048,45,24
2016-02-10 06,서울 강남구 ,강남구,111261,0.005,0.8,0.002,0.049,42,21
2016-02-10 07,서울 강남구 ,강남구,111261,0.004,0.7,0.002,0.047,44,25
2016-02-10 08,서울 강남구 ,강남구,111261,0.005,0.6,0.002,0.044,43,22
2016-02-10 09,서울 강남구 ,강남구,111261,0.005,0.6,0.004,0.041,43,23
2016-02-10 10,서울 강남구 ,강남구,111261,0.005,0.6,0.007,0.041,43,26
2016-02-10 11,서울 강남구 ,강남구,111261,0.007,0.6,0.011,0.039,41,19
2016-02-10 12,서울 강남구 ,강남구,111261,0.007,0.6,0.014,0.04,49,29
2016-02-10 13,서울 강남구 ,강남구,111261,0.007,0.5,0.019,0.037,50,31
2016-02-10 14,서울 강남구 ,강남구,111261,0.006,0.4,0.025,0.029,35,11
2016-02-10 15,서울 강남구 ,강남구,111261,0.005,0.4,0.028,0.027,29,16
2016-02-10 16,서울 강남구 ,강남구,111261,0.005,0.4,0.032,0.026,34,14
2016-02-10 17,서울 강남구 ,강남구,111261,0.005,0.4,0.025,0.032,32,22
2016-02-10 18,서울 강남구 ,강남구,111261,0.005,0.4,0.011,0.045,44,19
2016-02-10 19,서울 강남구 ,강남구,111261,0.005,0.5,0.004,0.054,44,24
2016-02-10 20,서울 강남구 ,강남구,111261,0.005,0.6,0.002,0.06,43,18
2016-02-10 21,서울 강남구 ,강남구,111261,0.005,0.7,0.002,0.062,52,21
2016-02-10 22,서울 강남구 ,강남구,111261,0.006,0.7,0.003,0.062,62,28
2016-02-10 23,서울 강남구 ,강남구,111261,0.005,0.6,0.002,0.055,56,31
2016-02-10 24,서울 강남구 ,강남구,111261,0.005,0.6,0.002,0.052,45,24
2016-02-11 01,서울 강남구 ,강남구,111261,0.005,0.5,0.002,0.047,40,22
2016-02-11 02,서울 강남구 ,강남구,111261,0.005,0.5,0.003,0.044,38,20
2016-02-11 03,서울 강남구 ,강남구,111261,0.005,0.5,0.005,0.04,39,22
2016-02-11 04,서울 강남구 ,강남구,111261,0.005,0.5,0.005,0.04,32,21
2016-02-11 05,서울 강남구 ,강남구,111261,0.005,0.5,0.008,0.036,31,16
2016-02-11 06,서울 강남구 ,강남구,111261,0.005,0.5,0.004,0.04,31,19
2016-02-11 07,서울 강남구 ,강남구,111261,0.005,0.5,0.002,0.043,34,20
2016-02-11 08,서울 강남구 ,강남구,111261,0.005,0.6,0.002,0.046,34,18
2016-02-11 09,서울 강남구 ,강남구,111261,0.005,0.7,0.003,0.049,40,18
2016-02-11 10,서울 강남구 ,강남구,111261,0.005,0.7,0.005,0.049,42,18
2016-02-11 11,서울 강남구 ,강남구,111261,0.005,0.6,0.007,0.047,40,18
2016-02-11 12,서울 강남구 ,강남구,111261,0.005,0.5,0.01,0.042,42,20
2016-02-11 13,서울 강남구 ,강남구,111261,0.005,0.5,0.009,0.05,39,14
2016-02-11 14,서울 강남구 ,강남구,111261,0.006,0.5,0.011,0.05,50,21
2016-02-11 15,서울 강남구 ,강남구,111261,0.005,0.5,0.011,0.054,50,19
2016-02-11 16,서울 강남구 ,강남구,111261,0.006,0.6,0.009,0.058,56,26
2016-02-11 17,서울 강남구 ,강남구,111261,0.007,0.5,0.01,0.057,57,27
2016-02-11 18,서울 강남구 ,강남구,111261,0.006,0.5,0.005,0.061,56,21
2016-02-11 19,서울 강남구 ,강남구,111261,0.006,0.6,0.002,0.067,67,25
2016-02-11 20,서울 강남구 ,강남구,111261,0.006,0.8,0.003,0.07,74,28
2016-02-11 21,서울 강남구 ,강남구,111261,0.007,1,0.003,0.073,81,29
2016-02-11 22,서울 강남구 ,강남구,111261,0.006,0.6,0.007,0.056,72,33
2016-02-11 23,서울 강남구 ,강남구,111261,0.006,0.5,0.01,0.049,59,27
2016-02-11 24,서울 강남구 ,강남구,111261,0.006,0.5,0.013,0.044,0,0
2016-02-12 01,서울 강남구 ,강남구,111261,0.005,0.5,0.011,0.04,68,42
2016-02-12 02,서울 강남구 ,강남구,111261,0.004,0.5,0.012,0.04,70,32
2016-02-12 03,서울 강남구 ,강남구,111261,0.004,0.4,0.022,0.026,53,27
2016-02-12 04,서울 강남구 ,강남구,111261,0.005,0.3,0.028,0.019,43,27
2016-02-12 05,서울 강남구 ,강남구,111261,0.004,0.3,0.026,0.019,42,25
2016-02-12 06,서울 강남구 ,강남구,111261,0.004,0.4,0.014,0.033,40,22
2016-02-12 07,서울 강남구 ,강남구,111261,0.005,0.4,0.004,0.049,43,24
2016-02-12 08,서울 강남구 ,강남구,111261,0.004,0.5,0.001,0.056,39,22
2016-02-12 09,서울 강남구 ,강남구,111261,0.004,0.6,0.001,0.057,35,22
2016-02-12 10,서울 강남구 ,강남구,111261,0.004,0.7,0.001,0.056,37,19
2016-02-12 11,서울 강남구 ,강남구,111261,0.005,0.7,0.002,0.054,28,16
2016-02-12 12,서울 강남구 ,강남구,111261,0.004,0.6,0.002,0.053,34,19
2016-02-12 13,서울 강남구 ,강남구,111261,0.004,0.6,0.002,0.051,31,20
2016-02-12 14,서울 강남구 ,강남구,111261,0.004,0.7,0.002,0.05,32,16
2016-02-12 15,서울 강남구 ,강남구,111261,0.005,0.6,0.002,0.048,24,21
2016-02-12 16,서울 강남구 ,강남구,111261,0.004,0.6,0.002,0.047,20,12
2016-02-12 17,서울 강남구 ,강남구,111261,0.005,0.6,0.001,0.045,21,11
2016-02-12 18,서울 강남구 ,강남구,111261,0.004,0.6,0.001,0.046,16,11
2016-02-12 19,서울 강남구 ,강남구,111261,0.005,0.6,0.001,0.048,32,11
2016-02-12 20,서울 강남구 ,강남구,111261,0.004,1,0.002,0.056,34,13
2016-02-12 21,서울 강남구 ,강남구,111261,0.005,0.9,0.001,0.052,46,28
2016-02-12 22,서울 강남구 ,강남구,111261,0.004,0.7,0.001,0.046,34,24
2016-02-12 23,서울 강남구 ,강남구,111261,0.004,0.7,0.001,0.044,33,20
2016-02-12 24,서울 강남구 ,강남구,111261,0.004,0.5,0.001,0.038,21,13
2016-02-13 01,서울 강남구 ,강남구,111261,0.004,0.5,0.001,0.036,17,12
2016-02-13 02,서울 강남구 ,강남구,111261,0.004,0.5,0.001,0.035,16,12
2016-02-13 03,서울 강남구 ,강남구,111261,0.004,0.5,0.001,0.033,14,12
2016-02-13 04,서울 강남구 ,강남구,111261,0.004,0.4,0.003,0.029,11,2
2016-02-13 05,서울 강남구 ,강남구,111261,0.004,0.5,0.001,0.033,9,8
2016-02-13 06,서울 강남구 ,강남구,111261,0.004,0.5,0.001,0.033,10,7
2016-02-13 07,서울 강남구 ,강남구,111261,0.005,0.6,0.001,0.036,14,6
2016-02-13 08,서울 강남구 ,강남구,111261,0.005,0.7,0.002,0.04,11,12
2016-02-13 09,서울 강남구 ,강남구,111261,0.004,0.7,0.002,0.037,18,8
2016-02-13 10,서울 강남구 ,강남구,111261,0.004,0.7,0.003,0.037,15,14
2016-02-13 11,서울 강남구 ,강남구,111261,0.005,0.6,0.003,0.037,21,14
2016-02-13 12,서울 강남구 ,강남구,111261,0.006,0.6,0.003,0.036,20,14
2016-02-13 13,서울 강남구 ,강남구,111261,0.005,0.6,0.004,0.036,20,15
2016-02-13 14,서울 강남구 ,강남구,111261,0.005,0.6,0.005,0.037,30,17
2016-02-13 15,서울 강남구 ,강남구,111261,0.005,0.4,0.008,0.031,15,4
2016-02-13 16,서울 강남구 ,강남구,111261,0.005,0.5,0.003,0.037,17,12
2016-02-13 17,서울 강남구 ,강남구,111261,0.005,0.5,0.002,0.04,19,1
2016-02-13 18,서울 강남구 ,강남구,111261,0.005,0.6,0.001,0.04,14,8
2016-02-13 19,서울 강남구 ,강남구,111261,0.004,0.5,0.003,0.038,23,5
2016-02-13 20,서울 강남구 ,강남구,111261,0.004,0.5,0.003,0.037,11,9
2016-02-13 21,서울 강남구 ,강남구,111261,0.004,0.4,0.014,0.024,10,6
