날짜,시도,측정소명,측정소코드,아황산가스,일산화탄소,오존,이산화질소,PM10,PM2.5
2016-04-02 18,서울 강남구 ,강남구,111261,0.006,0.4,0.094,0.02,77,35
2016-04-02 19,서울 강남구 ,강남구,111261,0.007,0.4,0.091,0.018,73,28
2016-04-02 20,서울 강남구 ,강남구,111261,0.006,0.4,0.064,0.036,72,29
2016-04-02 21,서울 강남구 ,강남구,111261,0.006,0.5,0.06,0.034,86,54
2016-04-02 22,서울 강남구 ,강남구,111261,0.006,0.5,0.064,0.026,93,57
2016-04-02 23,서울 강남구 ,강남구,111261,0.005,0.5,0.052,0.033,111,67
2016-04-02 24,서울 강남구 ,강남구,111261,0.006,0.6,0.042,0.041,111,71
2016-04-03 01,서울 강남구 ,강남구,111261,0.005,0.6,0.044,0.036,100,62
2016-04-03 02,서울 강남구 ,강남구,111261,0.006,0.5,0.044,0.032,96,59
2016-04-03 03,서울 강남구 ,강남구,111261,0.005,0.6,0.039,0.033,100,58
2016-04-03 04,서울 강남구 ,강남구,111261,0.007,0.4,0.053,0.018,71,42
2016-04-03 05,서울 강남구 ,강남구,111261,0.006,0.5,0.041,0.024,70,44
2016-04-03 06,서울 강남구 ,강남구,111261,0.005,0.5,0.036,0.026,91,51
2016-04-03 07,서울 강남구 ,강남구,111261,0.005,0.5,0.04,0.025,67,44
2016-04-03 08,서울 강남구 ,강남구,111261,0.005,0.5,0.041,0.027,80,35
2016-04-03 09,서울 강남구 ,강남구,111261,0.005,0.5,0.038,0.028,84,30
2016-04-03 10,서울 강남구 ,강남구,111261,0.005,0.5,0.034,0.031,84,33
2016-04-03 11,서울 강남구 ,강남구,111261,0.005,0.5,0.032,0.029,67,27
2016-04-03 12,서울 강남구 ,강남구,111261,0.005,0.4,0.035,0.026,57,19
2016-04-03 13,서울 강남구 ,강남구,111261,0.004,0.4,0.032,0.029,46,13
2016-04-03 14,서울 강남구 ,강남구,111261,0.004,0.4,0.032,0.032,52,22
2016-04-03 15,서울 강남구 ,강남구,111261,0.004,0.4,0.03,0.033,45,19
2016-04-03 16,서울 강남구 ,강남구,111261,0.005,0.4,0.029,0.033,42,16
2016-04-03 17,서울 강남구 ,강남구,111261,0.004,0.3,0.035,0.022,26,4
2016-04-03 18,서울 강남구 ,강남구,111261,0.005,0.3,0.035,0.023,15,
2016-04-03 19,서울 강남구 ,강남구,111261,0.004,0.3,0.029,0.028,21,6
2016-04-03 20,서울 강남구 ,강남구,111261,0.004,0.4,0.024,0.031,25,6
2016-04-03 21,서울 강남구 ,강남구,111261,0.004,0.4,0.023,0.032,31,11
2016-04-03 22,서울 강남구 ,강남구,111261,0.004,0.3,0.026,0.029,24,15
2016-04-03 23,서울 강남구 ,강남구,111261,0.004,0.4,0.017,0.037,21,9
2016-04-03 24,서울 강남구 ,강남구,111261,0.004,0.3,0.022,0.032,22,9
2016-04-04 01,서울 강남구 ,강남구,111261,0.004,0.3,0.031,0.021,17,10
2016-04-04 02,서울 강남구 ,강남구,111261,0.005,0.4,0.015,0.036,21,9
2016-04-04 03,서울 강남구 ,강남구,111261,0.004,0.4,0.008,0.036,24,14
2016-04-04 04,서울 강남구 ,강남구,111261,0.005,0.4,0.012,0.032,23,10
2016-04-04 05,서울 강남구 ,강남구,111261,0.004,0.3,0.012,0.03,22,13
2016-04-04 06,서울 강남구 ,강남구,111261,0.005,0.3,0.005,0.035,21,13
2016-04-04 07,서울 강남구 ,강남구,111261,0.004,0.4,0.005,0.039,25,10
2016-04-04 08,서울 강남구 ,강남구,111261,0.004,0.4,0.007,0.04,24,12
2016-04-04 09,서울 강남구 ,강남구,111261,0.006,0.4,0.012,0.039,22,12
2016-04-04 10,서울 강남구 ,강남구,111261,0.005,0.4,0.017,0.033,33,8
2016-04-04 11,서울 강남구 ,강남구,111261,0.005,0.3,0.022,0.028,21,3
2016-04-04 12,서울 강남구 ,강남구,111261,0.005,0.3,0.03,0.021,25,11
2016-04-04 13,서울 강남구 ,강남구,111261,0.004,0.2,0.039,0.017,18,4
2016-04-04 14,서울 강남구 ,강남구,111261,0.005,0.3,0.038,0.02,14,7
2016-04-04 15,서울 강남구 ,강남구,111261,0.005,0.3,0.038,0.023,19,5
2016-04-04 16,서울 강남구 ,강남구,111261,0.005,0.3,0.042,0.028,,0
2016-04-04 17,서울 강남구 ,강남구,111261,0.006,0.3,0.045,0.026,36,20
2016-04-04 18,서울 강남구 ,강남구,111261,0.005,0.3,0.042,0.029,38,17
2016-04-04 19,서울 강남구 ,강남구,111261,0.005,0.3,0.034,0.035,40,15
2016-04-04 20,서울 강남구 ,강남구,111261,0.005,0.4,0.018,0.046,33,11
2016-04-04 21,서울 강남구 ,강남구,111261,0.006,0.4,0.021,0.042,40,21
2016-04-04 22,서울 강남구 ,강남구,111261,0.006,0.4,0.017,0.048,43,18
2016-04-04 23,서울 강남구 ,강남구,111261,0.006,0.4,0.026,0.041,44,19
2016-04-04 24,서울 강남구 ,강남구,111261,0.005,0.4,0.021,0.048,43,21
2016-04-05 01,서울 강남구 ,강남구,111261,0.006,0.5,0.015,0.053,50,25
2016-04-05 02,서울 강남구 ,강남구,111261,0.005,0.4,0.02,0.044,58,26
2016-04-05 03,서울 강남구 ,강남구,111261,0.006,0.4,0.025,0.035,49,22
2016-04-05 04,서울 강남구 ,강남구,111261,0.005,0.4,0.029,0.027,50,21
2016-04-05 05,서울 강남구 ,강남구,111261,0.005,0.3,0.03,0.024,47,18
2016-04-05 06,서울 강남구 ,강남구,111261,0.005,0.3,0.026,0.028,47,18
2016-04-05 07,서울 강남구 ,강남구,111261,0.005,0.4,0.014,0.041,41,16
2016-04-05 08,서울 강남구 ,강남구,111261,0.006,0.4,0.011,0.048,50,13
2016-04-05 09,서울 강남구 ,강남구,111261,0.006,0.5,0.019,0.044,52,16
2016-04-05 10,서울 강남구 ,강남구,111261,0.006,0.5,0.023,0.047,56,20
2016-04-05 11,서울 강남구 ,강남구,111261,0.007,0.5,0.037,0.037,54,17
2016-04-05 12,서울 강남구 ,강남구,111261,0.007,0.5,0.045,0.036,66,23
2016-04-05 13,서울 강남구 ,강남구,111261,0.007,0.4,0.053,0.03,62,24
2016-04-05 14,서울 강남구 ,강남구,111261,0.006,0.4,0.057,0.024,53,15
2016-04-05 15,서울 강남구 ,강남구,111261,0.006,0.3,0.058,0.023,56,16
2016-04-05 16,서울 강남구 ,강남구,111261,0.006,0.3,0.056,0.024,49,17
2016-04-05 17,서울 강남구 ,강남구,111261,0.007,0.4,0.056,0.028,65,21
2016-04-05 18,서울 강남구 ,강남구,111261,0.006,0.4,0.056,0.03,75,25
2016-04-05 19,서울 강남구 ,강남구,111261,0.006,0.4,0.044,0.04,74,23
2016-04-05 20,서울 강남구 ,강남구,111261,0.005,0.4,0.042,0.038,66,21
2016-04-05 21,서울 강남구 ,강남구,111261,0.006,0.4,0.037,0.043,65,27
2016-04-05 22,서울 강남구 ,강남구,111261,0.007,0.4,0.035,0.04,72,31
2016-04-05 23,서울 강남구 ,강남구,111261,0.007,0.4,0.026,0.047,72,26
2016-04-05 24,서울 강남구 ,강남구,111261,0.008,0.4,0.02,0.051,58,27
2016-04-06 01,서울 강남구 ,강남구,111261,0.008,0.4,0.02,0.048,64,28
2016-04-06 02,서울 강남구 ,강남구,111261,0.007,0.4,0.031,0.035,61,25
2016-04-06 03,서울 강남구 ,강남구,111261,0.007,0.4,0.014,0.051,59,26
2016-04-06 04,서울 강남구 ,강남구,111261,0.007,0.5,0.01,0.054,53,22
2016-04-06 05,서울 강남구 ,강남구,111261,0.006,0.5,0.007,0.059,56,23
2016-04-06 06,서울 강남구 ,강남구,111261,0.006,0.5,0.008,0.057,54,26
2016-04-06 07,서울 강남구 ,강남구,111261,0.006,0.5,0.008,0.056,65,26
2016-04-06 08,서울 강남구 ,강남구,111261,0.006,0.6,0.009,0.056,61,23
2016-04-06 09,서울 강남구 ,강남구,111261,0.007,0.6,0.01,0.062,66,29
2016-04-06 10,서울 강남구 ,강남구,111261,0.008,0.7,0.016,0.062,76,33
2016-04-06 11,서울 강남구 ,강남구,111261,0.009,0.6,0.023,0.062,78,36
2016-04-06 12,서울 강남구 ,강남구,111261,0.009,0.6,0.033,0.061,89,43
2016-04-06 13,서울 강남구 ,강남구,111261,0.01,0.5,0.046,0.051,109,43
2016-04-06 14,서울 강남구 ,강남구,111261,0.009,0.5,0.051,0.045,90,34
2016-04-06 15,서울 강남구 ,강남구,111261,0.008,0.4,0.061,0.037,72,32
2016-04-06 16,서울 강남구 ,강남구,111261,0.008,0.4,0.056,0.045,70,28
2016-04-06 17,서울 강남구 ,강남구,111261,0.007,0.4,0.057,0.039,58,25
2016-04-06 18,서울 강남구 ,강남구,111261,0.006,0.4,0.066,0.035,58,31
2016-04-06 19,서울 강남구 ,강남구,111261,0.006,0.5,0.07,0.036,71,36
2016-04-06 20,서울 강남구 ,강남구,111261,0.006,0.5,0.04,0.058,70,33
2016-04-06 21,서울 강남구 ,강남구,111261,0.009,0.6,0.05,0.048,88,17
2016-04-06 22,서울 강남구 ,강남구,111261,0.011,0.5,0.055,0.043,119,0
2016-04-06 23,서울 강남구 ,강남구,111261,0.007,0.5,0.036,0.035,87,0
2016-04-06 24,서울 강남구 ,강남구,111261,0.005,0.6,0.024,0.049,59,0
2016-04-07 01,서울 강남구 ,강남구,111261,0.004,0.5,0.03,0.04,57,0
2016-04-07 02,서울 강남구 ,강남구,111261,0.005,0.5,0.03,0.033,51,0
2016-04-07 03,서울 강남구 ,강남구,111261,0.004,0.5,0.031,0.029,53,0
2016-04-07 04,서울 강남구 ,강남구,111261,0.005,0.4,0.044,0.017,43,0
2016-04-07 05,서울 강남구 ,강남구,111261,0.004,0.4,0.042,0.016,26,0
2016-04-07 06,서울 강남구 ,강남구,111261,0.005,0.4,0.034,0.021,25,0
2016-04-07 07,서울 강남구 ,강남구,111261,0.005,0.4,0.022,0.036,33,0
2016-04-07 08,서울 강남구 ,강남구,111261,0.004,0.4,0.015,0.046,20,0
2016-04-07 09,서울 강남구 ,강남구,111261,0.004,0.5,0.014,0.051,24,0
2016-04-07 10,서울 강남구 ,강남구,111261,0.004,0.5,0.018,0.048,26,0
2016-04-07 11,서울 강남구 ,강남구,111261,0.005,0.5,0.03,0.038,24,0
2016-04-07 12,서울 강남구 ,강남구,111261,0.005,0.4,0.037,0.029,65,0
2016-04-07 13,서울 강남구 ,강남구,111261,0.005,0.4,0.054,0.025,44,0
2016-04-07 14,서울 강남구 ,강남구,111261,0.005,0.4,0.067,0.023,49,0
2016-04-07 15,서울 강남구 ,강남구,111261,0.006,0.4,0.069,0.022,61,37
2016-04-07 16,서울 강남구 ,강남구,111261,0.006,0.4,0.076,0.019,66,39
2016-04-07 17,서울 강남구 ,강남구,111261,0.006,0.4,0.058,0.03,78,30
2016-04-07 18,서울 강남구 ,강남구,111261,0.005,0.4,0.047,0.032,60,26
2016-04-07 19,서울 강남구 ,강남구,111261,0.005,0.4,0.039,0.032,50,26
2016-04-07 20,서울 강남구 ,강남구,111261,0.005,0.4,0.031,0.038,40,14
2016-04-07 21,서울 강남구 ,강남구,111261,0.005,0.4,0.02,0.049,46,18
2016-04-07 22,서울 강남구 ,강남구,111261,0.006,0.4,0.019,0.047,44,26
2016-04-07 23,서울 강남구 ,강남구,111261,0.006,0.4,0.015,0.047,49,31
2016-04-07 24,서울 강남구 ,강남구,111261,0.006,0.4,0.019,0.042,46,26
2016-04-08 01,서울 강남구 ,강남구,111261,0.006,0.5,0.011,0.049,46,26
2016-04-08 02,서울 강남구 ,강남구,111261,0.005,0.4,0.019,0.033,49,32
2016-04-08 03,서울 강남구 ,강남구,111261,0.004,0.3,0.027,0.023,45,30
2016-04-08 04,서울 강남구 ,강남구,111261,0.004,0.3,0.03,0.018,46,29
2016-04-08 05,서울 강남구 ,강남구,111261,0.005,0.3,0.032,0.016,43,25
2016-04-08 06,서울 강남구 ,강남구,111261,0.005,0.3,0.034,0.015,39,25
2016-04-08 07,서울 강남구 ,강남구,111261,0.004,0.3,0.031,0.02,38,21
2016-04-08 08,서울 강남구 ,강남구,111261,0.005,0.3,0.024,0.03,44,26
2016-04-08 09,서울 강남구 ,강남구,111261,0.004,0.4,0.027,0.03,47,28
2016-04-08 10,서울 강남구 ,강남구,111261,0.005,0.4,0.029,0.035,63,33
2016-04-08 11,서울 강남구 ,강남구,111261,0.006,0.4,0.032,0.035,68,33
2016-04-08 12,서울 강남구 ,강남구,111261,0.006,0.4,0.042,0.033,80,37
2016-04-08 13,서울 강남구 ,강남구,111261,0.006,0.5,0.047,0.031,120,38
2016-04-08 14,서울 강남구 ,강남구,111261,,,,,202,52
2016-04-08 15,서울 강남구 ,강남구,111261,0.009,0.6,0.055,0.032,212,77
2016-04-08 16,서울 강남구 ,강남구,111261,0.007,0.5,0.055,0.031,154,67
2016-04-08 17,서울 강남구 ,강남구,111261,0.006,0.5,0.05,0.032,123,59
2016-04-08 18,서울 강남구 ,강남구,111261,0.005,0.4,0.043,0.033,101,43
2016-04-08 19,서울 강남구 ,강남구,111261,0.005,0.5,0.029,0.043,100,44
2016-04-08 20,서울 강남구 ,강남구,111261,0.006,0.6,0.024,0.045,86,40
2016-04-08 21,서울 강남구 ,강남구,111261,0.006,0.5,0.022,0.044,89,37
2016-04-08 22,서울 강남구 ,강남구,111261,0.005,0.5,0.018,0.044,99,56
2016-04-08 23,서울 강남구 ,강남구,111261,0.006,0.6,0.007,0.054,105,59
2016-04-08 24,서울 강남구 ,강남구,111261,0.005,0.6,0.006,0.054,110,56
2016-04-09 01,서울 강남구 ,강남구,111261,0.006,0.6,0.004,0.053,115,59
2016-04-09 02,서울 강남구 ,강남구,111261,0.007,0.7,0.005,0.048,110,56
2016-04-09 03,서울 강남구 ,강남구,111261,0.006,0.7,0.003,0.048,112,56
2016-04-09 04,서울 강남구 ,강남구,111261,0.007,0.6,0.019,0.03,123,62
2016-04-09 05,서울 강남구 ,강남구,111261,0.008,0.6,0.034,0.019,118,54
2016-04-09 06,서울 강남구 ,강남구,111261,0.007,0.6,0.033,0.019,129,53
2016-04-09 07,서울 강남구 ,강남구,111261,0.007,0.6,0.031,0.025,149,54
2016-04-09 08,서울 강남구 ,강남구,111261,0.007,0.6,0.03,0.032,139,51
2016-04-09 09,서울 강남구 ,강남구,111261,0.005,0.6,0.033,0.032,108,41
2016-04-09 10,서울 강남구 ,강남구,111261,0.006,0.6,0.019,0.043,103,43
2016-04-09 11,서울 강남구 ,강남구,111261,0.006,0.7,0.02,0.039,117,48
2016-04-09 12,서울 강남구 ,강남구,111261,0.005,0.7,0.016,0.042,123,49
2016-04-09 13,서울 강남구 ,강남구,111261,0.005,0.8,0.011,0.048,134,64
2016-04-09 14,서울 강남구 ,강남구,111261,0.005,0.8,0.011,0.05,183,96
2016-04-09 15,서울 강남구 ,강남구,111261,0.006,0.8,0.011,0.052,200,109
2016-04-09 16,서울 강남구 ,강남구,111261,0.006,0.8,0.009,0.054,216,114
2016-04-09 17,서울 강남구 ,강남구,111261,0.006,0.7,0.011,0.055,185,96
2016-04-09 18,서울 강남구 ,강남구,111261,0.007,0.7,0.023,0.047,92,52
2016-04-09 19,서울 강남구 ,강남구,111261,0.006,0.7,0.026,0.041,73,41
2016-04-09 20,서울 강남구 ,강남구,111261,0.007,0.6,0.03,0.04,88,48
2016-04-09 21,서울 강남구 ,강남구,111261,0.006,0.6,0.023,0.044,135,57
2016-04-09 22,서울 강남구 ,강남구,111261,0.006,0.7,0.012,0.05,129,71
2016-04-09 23,서울 강남구 ,강남구,111261,0.005,0.6,0.017,0.039,164,77
2016-04-09 24,서울 강남구 ,강남구,111261,0.006,0.5,0.022,0.031,132,55
2016-04-10 01,서울 강남구 ,강남구,111261,0.006,0.6,0.016,0.035,136,58
2016-04-10 02,서울 강남구 ,강남구,111261,0.006,0.5,0.019,0.033,140,48
2016-04-10 03,서울 강남구 ,강남구,111261,0.005,0.6,0.016,0.032,127,55
2016-04-10 04,서울 강남구 ,강남구,111261,0.006,0.5,0.018,0.029,141,56
2016-04-10 05,서울 강남구 ,강남구,111261,0.005,0.7,0.022,0.029,196,63
2016-04-10 06,서울 강남구 ,강남구,111261,0.005,0.8,0.023,0.027,189,68
2016-04-10 07,서울 강남구 ,강남구,111261,0.005,0.7,0.017,0.029,176,63
2016-04-10 08,서울 강남구 ,강남구,111261,0.006,0.7,0.017,0.035,148,60
2016-04-10 09,서울 강남구 ,강남구,111261,0.005,0.7,0.02,0.037,145,73
2016-04-10 10,서울 강남구 ,강남구,111261,0.006,0.8,0.03,0.036,169,75
2016-04-10 11,서울 강남구 ,강남구,111261,0.008,0.7,0.046,0.03,198,77
2016-04-10 12,서울 강남구 ,강남구,111261,0.008,0.7,0.047,0.032,178,108
2016-04-10 13,서울 강남구 ,강남구,111261,0.008,0.7,0.052,0.032,167,104
2016-04-10 14,서울 강남구 ,강남구,111261,0.01,0.7,0.063,0.029,159,86
2016-04-10 15,서울 강남구 ,강남구,111261,0.01,0.9,0.082,0.021,156,93
2016-04-10 16,서울 강남구 ,강남구,111261,0.008,0.9,0.084,0.024,191,103
2016-04-10 17,서울 강남구 ,강남구,111261,0.005,0.8,0.077,0.021,168,93
2016-04-10 18,서울 강남구 ,강남구,111261,0.005,0.8,0.07,0.024,142,70
2016-04-10 19,서울 강남구 ,강남구,111261,0.006,0.9,0.057,0.031,119,70
2016-04-10 20,서울 강남구 ,강남구,111261,0.006,0.8,0.053,0.027,119,71
2016-04-10 21,서울 강남구 ,강남구,111261,0.005,0.8,0.046,0.031,137,76
2016-04-10 22,서울 강남구 ,강남구,111261,0.006,0.8,0.034,0.038,152,86
2016-04-10 23,서울 강남구 ,강남구,111261,0.006,0.8,0.02,0.047,144,82
2016-04-10 24,서울 강남구 ,강남구,111261,0.005,0.3,0.037,0.02,104,50
2016-04-11 01,서울 강남구 ,강남구,111261,0.004,0.3,0.048,0.012,57,15
2016-04-11 02,서울 강남구 ,강남구,111261,0.004,0.2,0.054,0.008,56,19
2016-04-11 03,서울 강남구 ,강남구,111261,0.004,0.2,0.052,0.007,45,25
2016-04-11 04,서울 강남구 ,강남구,111261,0.005,0.2,0.05,0.008,41,18
2016-04-11 05,서울 강남구 ,강남구,111261,0.004,0.2,0.049,0.009,36,15
2016-04-11 06,서울 강남구 ,강남구,111261,0.005,0.3,0.042,0.017,31,18
2016-04-11 07,서울 강남구 ,강남구,111261,0.004,0.3,0.033,0.025,25,13
2016-04-11 08,서울 강남구 ,강남구,111261,0.004,0.3,0.028,0.03,20,6
2016-04-11 09,서울 강남구 ,강남구,111261,0.004,0.3,0.031,0.026,23,11
2016-04-11 10,서울 강남구 ,강남구,111261,0.004,0.3,0.03,0.028,19,6
2016-04-11 11,서울 강남구 ,강남구,111261,0.004,0.3,0.035,0.023,35,13
2016-04-11 12,서울 강남구 ,강남구,111261,0.004,0.3,0.038,0.022,39,12
2016-04-11 13,서울 강남구 ,강남구,111261,0.005,0.3,0.044,0.019,46,18
2016-04-11 14,서울 강남구 ,강남구,111261,0.004,0.3,0.044,0.021,42,14
2016-04-11 15,서울 강남구 ,강남구,111261,0.004,0.3,0.044,0.022,41,15
2016-04-11 16,서울 강남구 ,강남구,111261,0.004,0.3,0.043,0.026,36,11
2016-04-11 17,서울 강남구 ,강남구,111261,0.005,0.3,0.041,0.029,40,15
2016-04-11 18,서울 강남구 ,강남구,111261,0.004,0.3,0.032,0.041,48,21
2016-04-11 19,서울 강남구 ,강남구,111261,0.005,0.3,0.028,0.044,49,20
2016-04-11 20,서울 강남구 ,강남구,111261,0.005,0.5,0.012,0.063,60,26
2016-04-11 21,서울 강남구 ,강남구,111261,0.005,0.5,0.011,0.066,74,25
2016-04-11 22,서울 강남구 ,강남구,111261,0.004,0.5,0.009,0.067,85,43
2016-04-11 23,서울 강남구 ,강남구,111261,0.006,0.5,0.007,0.069,75,36
2016-04-11 24,서울 강남구 ,강남구,111261,0.005,0.5,0.002,0.069,73,34
2016-04-12 01,서울 강남구 ,강남구,111261,0.004,0.4,0.013,0.049,61,31
2016-04-12 02,서울 강남구 ,강남구,111261,0.006,0.3,0.028,0.028,48,26
2016-04-12 03,서울 강남구 ,강남구,111261,0.005,0.3,0.029,0.024,48,23
2016-04-12 04,서울 강남구 ,강남구,111261,0.005,0.4,0.031,0.023,50,24
2016-04-12 05,서울 강남구 ,강남구,111261,0.004,0.3,0.03,0.02,51,21
2016-04-12 06,서울 강남구 ,강남구,111261,0.004,0.3,0.024,0.024,45,22
2016-04-12 07,서울 강남구 ,강남구,111261,0.005,0.3,0.019,0.03,43,22
2016-04-12 08,서울 강남구 ,강남구,111261,0.004,0.4,0.01,0.044,40,23
2016-04-12 09,서울 강남구 ,강남구,111261,0.004,0.4,0.014,0.041,45,23
2016-04-12 10,서울 강남구 ,강남구,111261,0.005,0.4,0.018,0.038,53,22
2016-04-12 11,서울 강남구 ,강남구,111261,0.005,0.4,0.023,0.037,50,24
2016-04-12 12,서울 강남구 ,강남구,111261,0.006,0.3,0.034,0.028,56,21
2016-04-12 13,서울 강남구 ,강남구,111261,0.005,0.4,0.037,0.029,53,24
2016-04-12 14,서울 강남구 ,강남구,111261,0.005,0.4,0.041,0.028,56,29
2016-04-12 15,서울 강남구 ,강남구,111261,0.004,0.4,0.042,0.032,74,34
2016-04-12 16,서울 강남구 ,강남구,111261,0.006,0.4,0.046,0.035,83,34
2016-04-12 17,서울 강남구 ,강남구,111261,0.005,0.4,0.046,0.038,93,40
2016-04-12 18,서울 강남구 ,강남구,111261,0.006,0.4,0.049,0.032,59,24
2016-04-12 19,서울 강남구 ,강남구,111261,0.005,0.4,0.039,0.039,47,19
2016-04-12 20,서울 강남구 ,강남구,111261,0.005,0.4,0.034,0.044,62,26
2016-04-12 21,서울 강남구 ,강남구,111261,0.005,0.4,0.029,0.047,65,26
2016-04-12 22,서울 강남구 ,강남구,111261,0.006,0.5,0.018,0.058,70,42
2016-04-12 23,서울 강남구 ,강남구,111261,0.005,0.5,0.01,0.067,62,33
2016-04-12 24,서울 강남구 ,강남구,111261,0.006,0.7,0.002,0.081,67,34
2016-04-13 01,서울 강남구 ,강남구,111261,0.005,0.6,0.002,0.079,67,34
2016-04-13 02,서울 강남구 ,강남구,111261,0.006,0.7,0.002,0.073,69,40
2016-04-13 03,서울 강남구 ,강남구,111261,0.005,0.6,0.002,0.066,68,38
2016-04-13 04,서울 강남구 ,강남구,111261,0.005,0.6,0.002,0.061,64,35
2016-04-13 05,서울 강남구 ,강남구,111261,0.004,0.6,0.002,0.06,66,34
2016-04-13 06,서울 강남구 ,강남구,111261,0.004,0.6,0.002,0.059,64,34
2016-04-13 07,서울 강남구 ,강남구,111261,0.005,0.5,0.002,0.053,66,39
2016-04-13 08,서울 강남구 ,강남구,111261,0.004,0.6,0.002,0.057,58,37
2016-04-13 09,서울 강남구 ,강남구,111261,0.005,0.5,0.003,0.047,53,34
2016-04-13 10,서울 강남구 ,강남구,111261,0.005,0.5,0.005,0.047,61,35
2016-04-13 11,서울 강남구 ,강남구,111261,0.006,0.5,0.012,0.044,49,38
2016-04-13 12,서울 강남구 ,강남구,111261,0.006,0.4,0.024,0.036,38,29
2016-04-13 13,서울 강남구 ,강남구,111261,0.005,0.4,0.034,0.03,61,26
2016-04-13 14,서울 강남구 ,강남구,111261,0.008,0.4,0.04,0.028,61,24
2016-04-13 15,서울 강남구 ,강남구,111261,0.007,0.4,0.045,0.026,50,19
2016-04-13 16,서울 강남구 ,강남구,111261,0.005,0.4,0.048,0.024,50,19
2016-04-13 17,서울 강남구 ,강남구,111261,0.005,0.4,0.047,0.024,51,28
2016-04-13 18,서울 강남구 ,강남구,111261,0.005,0.4,0.045,0.027,51,24
2016-04-13 19,서울 강남구 ,강남구,111261,0.006,0.4,0.042,0.029,52,26
2016-04-13 20,서울 강남구 ,강남구,111261,0.005,0.5,0.042,0.035,73,44
2016-04-13 21,서울 강남구 ,강남구,111261,0.005,0.5,0.04,0.034,82,37
